,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,glas.csv,hannosset.csv,quantlib.csv
chipster.csv,1.0,0.59,0.72,1.0,0.89,0.49,0.42,0.96,1.0,0.65,0.8,0.95,0.58,1.0,0.84,1.0
fontforge.csv,0.97,0.87,1.0,1.0,1.0,0.69,0.98,0.32,0.9,1.0,0.58,0.9,0.87,0.85,1.0,0.97
glas.csv,0.73,0.71,0.45,0.73,0.9,0.78,0.63,0.87,0.75,0.67,0.77,0.86,0.73,0.45,0.55,0.65
hannosset.csv,0.58,0.86,0.66,0.96,0.63,0.78,1.03,0.7,0.69,0.88,0.81,0.79,0.91,0.98,0.25,0.74
hatari.csv,0.74,0.57,0.47,0.77,0.92,0.6,0.83,0.94,0.94,0.88,0.4,0.96,0.78,0.79,0.68,0.63
jaolt.csv,0.57,0.7,0.73,0.78,0.94,0.67,0.19,0.72,0.63,1.0,0.46,0.79,0.54,0.87,0.89,0.76
ltp.csv,0.71,0.79,0.87,0.72,0.5,0.69,1.24,0.84,0.75,0.7,0.46,0.61,0.85,0.73,0.96,0.77
mia.csv,0.6,0.74,0.62,0.86,0.81,0.75,0.58,0.62,0.87,0.98,0.62,0.33,0.8,0.97,0.84,0.65
net-snmp.csv,0.46,0.5,0.51,0.72,0.87,0.76,0.37,1.0,0.89,0.73,0.69,0.59,0.75,0.84,0.58,0.87
opde.csv,1.0,0.65,1.0,0.49,1.0,0.66,0.48,0.77,0.71,1.0,0.47,0.98,0.81,0.77,0.97,0.81
oppna-program-hsatools.csv,0.74,0.55,0.66,1.0,0.73,0.55,0.83,1.0,0.89,0.95,0.2,0.99,0.68,0.77,0.55,0.82
powerfolder-.csv,0.62,0.46,0.71,0.78,0.89,0.74,0.25,0.74,0.47,0.8,0.49,0.86,0.61,0.95,0.68,0.76
qlc.csv,1.0,0.76,1.0,0.59,0.82,0.53,0.25,1.0,0.44,0.87,0.65,0.8,0.61,0.76,0.76,0.68
quantlib.csv,1.0,0.88,0.97,1.0,1.0,0.95,1.0,1.0,1.0,1.0,0.97,0.89,0.96,1.0,1.0,0.44
tcl.csv,0.83,0.87,0.83,0.97,0.74,0.8,1.27,1.0,0.69,0.45,0.76,0.99,0.94,0.92,0.8,0.83
