,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,glas.csv,hannosset.csv,quantlib.csv
chipster.csv,0.0,0.63,0.59,0.0,0.33,0.49,0.57,0.0,0.0,0.48,0.74,0.9,0.49,0.0,0.88,0.0
fontforge.csv,0.42,0.29,0.41,0.38,0.33,0.36,0.37,0.46,0.43,0.37,0.46,0.42,0.36,0.5,0.37,0.36
glas.csv,0.4,0.33,0.52,0.41,0.35,0.41,0.41,0.27,0.41,0.33,0.41,0.38,0.36,0.5,0.41,0.41
hannosset.csv,0.59,0.94,0.91,0.75,0.48,0.82,0.77,0.59,0.64,0.93,0.96,0.96,0.92,0.83,0.78,0.96
hatari.csv,0.4,0.37,0.57,0.42,0.35,0.4,0.41,0.27,0.43,0.32,0.45,0.42,0.4,0.53,0.56,0.58
jaolt.csv,0.39,0.38,0.64,0.41,0.97,0.79,0.73,0.36,0.47,0.0,0.52,0.46,0.43,0.89,0.5,0.84
ltp.csv,0.82,0.36,0.46,0.45,0.46,0.42,0.47,0.33,0.59,0.53,0.6,0.75,0.42,0.64,0.39,0.47
mia.csv,0.5,0.89,0.48,0.43,0.91,0.79,0.55,0.32,0.55,0.35,0.52,0.83,0.94,0.75,0.86,0.62
net-snmp.csv,0.47,0.46,0.5,0.49,0.4,0.44,0.7,0.29,0.41,0.4,0.53,0.52,0.54,0.47,0.57,0.82
opde.csv,0.4,0.42,0.42,0.67,0.33,0.41,0.54,0.83,0.51,0.5,0.44,0.41,0.39,0.71,0.38,0.49
oppna-program-hsatools.csv,0.36,0.37,0.38,0.37,0.35,0.43,0.43,0.28,0.42,0.35,0.47,0.41,0.44,0.72,0.83,0.49
powerfolder-.csv,0.38,0.51,0.53,0.35,0.89,0.74,0.64,0.64,0.45,0.57,0.57,0.4,0.54,0.8,0.9,0.59
qlc.csv,0.0,0.3,0.0,0.5,0.36,0.42,0.64,0.0,0.43,0.86,0.6,0.39,0.46,0.48,0.33,0.49
quantlib.csv,0.4,0.93,0.0,0.0,0.33,0.97,0.0,0.29,0.5,0.37,0.94,0.91,0.88,0.0,0.0,0.65
tcl.csv,0.53,0.36,0.54,0.39,0.44,0.51,0.46,0.0,0.64,0.48,0.55,0.47,0.39,0.52,0.57,0.45
