,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,fluidium.csv,pamguard.csv
checker-framework.csv,0.35,0.31,0.05,0.27,0.09,0.45,0.12,0.39,0.92,0.27,0.07,0.18,0.32,0.1,0.22
fluidium.csv,0.23,0.46,0.0,0.36,0.36,0.45,0.47,0.17,0.31,0.32,0.42,0.26,0.18,0.95,0.25
guineu.csv,1.0,0.28,0.83,0.91,0.86,0.55,0.16,0.43,0.54,0.61,0.19,0.29,0.3,0.57,0.32
inkscape.csv,0.35,0.37,0.0,0.0,0.23,0.45,0.95,0.22,0.0,0.43,0.21,0.34,0.14,0.43,0.07
mpqc.csv,0.35,0.09,0.12,0.18,0.0,0.85,0.07,0.48,0.23,0.3,0.67,0.32,0.34,0.71,0.22
nsis.csv,0.69,0.89,0.9,0.55,0.91,0.95,0.93,0.65,0.46,0.96,1.0,0.89,0.68,1.0,0.8
octave.csv,0.65,0.61,0.71,0.73,0.95,0.2,0.63,0.61,0.38,0.54,0.26,0.55,0.52,0.29,0.53
owfs.csv,0.58,0.3,0.5,1.0,0.36,0.2,0.3,0.3,0.54,0.34,0.08,0.18,0.52,0.05,0.51
owlib.csv,0.69,0.97,0.52,0.73,0.55,0.5,0.56,0.78,0.69,0.5,0.6,0.39,0.68,0.52,0.66
pamguard.csv,0.62,0.38,0.98,0.73,0.5,0.2,0.44,0.74,0.62,0.27,0.26,0.55,0.68,0.29,0.98
prelude.csv,0.69,0.74,1.0,0.73,1.0,0.7,0.86,0.87,0.85,0.68,0.55,0.76,0.55,0.57,0.83
robocode.csv,0.85,0.44,0.17,0.73,0.73,0.6,0.72,0.91,0.54,0.7,0.43,0.26,0.75,0.71,0.46
uwom-server.csv,0.35,0.14,0.02,0.09,0.0,0.1,0.33,0.3,0.54,0.88,0.06,0.21,0.18,0.33,0.2
zengine.csv,0.88,0.95,0.98,0.91,0.91,0.7,0.88,0.87,0.77,0.7,0.73,0.97,0.98,0.67,0.93
zildo.csv,0.54,0.48,0.43,0.64,0.27,0.45,0.37,0.35,0.54,0.36,0.27,0.45,0.89,0.48,0.54
