,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,fluidium.csv,pamguard.csv
checker-framework.csv,0.62,0.74,0.5,0.92,0.67,0.78,0.92,0.58,0.67,0.98,0.88,0.89,0.75,0.5,0.75
fluidium.csv,0.94,0.74,0.0,0.81,0.65,0.55,0.54,0.92,0.89,0.75,0.86,0.87,0.95,0.65,0.95
guineu.csv,0.69,0.84,0.58,0.41,0.39,0.53,0.93,0.65,0.87,0.57,0.78,0.65,0.65,0.85,0.85
inkscape.csv,0.47,0.62,0.0,0.0,0.81,0.48,0.46,0.88,0.67,0.68,0.65,0.57,0.93,0.5,0.86
mpqc.csv,0.78,0.93,0.92,0.89,0.93,0.94,0.89,0.61,0.8,0.99,0.67,0.67,0.7,0.61,0.94
nsis.csv,0.38,0.42,0.51,0.41,0.39,0.45,0.38,0.44,0.53,0.44,0.49,0.44,0.45,0.46,0.4
octave.csv,0.48,0.44,0.44,0.46,0.86,0.62,0.46,0.55,0.8,0.52,0.68,0.67,0.51,0.58,0.4
owfs.csv,0.47,0.83,0.42,0.92,0.61,0.91,0.56,0.44,0.5,0.59,0.86,0.88,0.5,0.8,0.44
owlib.csv,0.39,0.54,0.48,0.5,0.52,0.53,0.46,0.41,0.6,0.5,0.6,0.7,0.44,0.5,0.34
pamguard.csv,0.44,0.67,0.5,0.49,0.72,0.76,0.46,0.42,0.56,0.72,0.71,0.55,0.45,0.62,0.45
prelude.csv,0.41,0.49,0.48,0.49,0.4,0.47,0.41,0.46,0.54,0.52,0.48,0.45,0.53,0.5,0.36
robocode.csv,0.33,0.59,0.71,0.36,0.43,0.41,0.39,0.57,0.7,0.45,0.44,0.54,0.43,0.43,0.69
uwom-server.csv,0.91,0.98,0.0,0.67,0.67,0.92,0.7,0.59,0.68,0.84,0.83,0.88,0.96,0.55,0.73
zengine.csv,0.32,0.41,0.46,0.36,0.45,0.47,0.35,0.41,0.52,0.43,0.42,0.43,0.36,0.39,0.31
zildo.csv,0.5,0.63,0.56,0.52,0.93,0.97,0.5,0.5,0.55,0.62,0.84,0.65,0.46,0.63,0.41
