,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,fluidium.csv,pamguard.csv
checker-framework.csv,0.36,0.36,0.09,0.26,0.16,0.25,0.18,0.43,0.96,0.28,0.13,0.3,0.44,0.17,0.31
fluidium.csv,0.29,0.41,0.0,0.25,0.18,0.24,0.5,0.22,0.2,0.27,0.59,0.38,0.25,0.98,0.37
guineu.csv,1.0,0.37,0.8,0.28,0.27,0.21,0.24,0.47,0.33,0.37,0.31,0.4,0.39,0.51,0.45
inkscape.csv,0.26,0.42,0.0,0.0,0.21,0.21,0.98,0.32,0.0,0.38,0.34,0.5,0.21,0.49,0.12
mpqc.csv,0.31,0.15,0.19,0.2,0.0,0.89,0.12,0.39,0.1,0.27,0.78,0.41,0.34,0.53,0.34
nsis.csv,0.44,0.54,0.84,0.19,0.28,0.26,0.7,0.51,0.37,0.4,1.0,0.82,0.6,0.61,0.71
octave.csv,0.45,0.47,0.81,0.32,0.95,0.1,0.64,0.52,0.21,0.34,0.4,0.71,0.47,0.36,0.54
owfs.csv,0.45,0.4,0.64,0.96,0.27,0.19,0.38,0.36,0.36,0.32,0.15,0.3,0.59,0.08,0.6
owlib.csv,0.51,0.98,0.68,0.3,0.32,0.26,0.59,0.63,0.3,0.35,0.72,0.52,0.62,0.45,0.67
pamguard.csv,0.42,0.39,0.87,0.33,0.38,0.12,0.49,0.58,0.36,0.22,0.4,0.7,0.65,0.35,0.99
prelude.csv,0.42,0.5,1.0,0.29,0.31,0.22,0.71,0.58,0.34,0.34,0.67,0.76,0.48,0.47,0.72
robocode.csv,0.44,0.47,0.29,0.34,0.36,0.21,0.7,0.95,0.28,0.42,0.58,0.39,0.65,0.59,0.57
uwom-server.csv,0.38,0.19,0.05,0.14,0.0,0.12,0.44,0.35,0.3,0.93,0.11,0.35,0.23,0.44,0.28
zengine.csv,0.45,0.58,0.93,0.3,0.42,0.24,0.72,0.6,0.3,0.38,0.82,0.99,0.69,0.52,0.76
zildo.csv,0.52,0.57,0.6,0.39,0.24,0.33,0.45,0.43,0.42,0.31,0.41,0.62,0.94,0.5,0.59
