,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,fluidium.csv,pamguard.csv
checker-framework.csv,0.7,0.75,0.95,0.75,0.91,0.67,0.91,0.71,0.08,0.76,0.97,0.83,0.7,0.9,0.85
fluidium.csv,0.79,0.76,1.0,0.72,0.85,0.7,0.75,0.89,0.81,0.76,0.6,0.85,0.86,0.05,0.78
guineu.csv,0.0,0.74,0.92,0.98,0.96,0.82,0.87,0.67,0.62,0.67,0.86,0.87,0.74,0.65,0.71
inkscape.csv,0.88,0.69,1.0,1.0,0.8,0.75,0.05,0.79,1.0,0.64,0.84,0.66,0.88,0.62,0.94
mpqc.csv,0.76,0.91,1.09,0.83,1.01,0.15,0.95,0.94,1.07,0.77,0.78,1.02,0.93,0.78,0.79
nsis.csv,0.72,0.95,1.0,0.98,0.99,0.98,0.97,0.83,0.59,0.95,0.0,0.92,0.67,0.93,0.81
octave.csv,0.67,0.78,0.34,0.66,0.05,0.96,0.57,0.72,0.82,0.71,0.86,0.45,0.83,0.74,0.87
owfs.csv,0.6,0.71,0.57,0.02,0.7,0.82,0.79,0.77,0.57,0.71,0.92,0.82,0.54,0.96,0.59
owlib.csv,0.54,0.04,0.48,0.71,0.61,0.66,0.64,0.61,0.75,0.68,0.94,0.73,0.59,0.76,0.67
pamguard.csv,0.7,0.73,1.0,0.62,0.56,0.89,0.75,0.73,0.58,0.83,0.8,0.46,0.54,0.75,0.02
prelude.csv,0.77,0.85,0.0,0.76,0.96,0.89,0.76,0.94,0.75,0.84,1.1,0.79,0.84,0.75,0.87
robocode.csv,0.89,0.63,0.83,0.6,0.57,0.86,0.55,0.09,0.71,0.62,0.81,0.78,0.62,0.59,0.61
uwom-server.csv,0.69,0.89,0.98,0.91,1.0,0.91,0.7,0.78,0.67,0.12,0.95,0.79,0.91,0.68,0.9
zengine.csv,0.94,0.9,0.46,0.87,0.53,0.83,0.76,0.87,0.82,0.73,0.63,0.03,0.86,0.74,0.94
zildo.csv,0.52,0.54,0.57,0.5,0.76,0.6,0.73,0.69,0.52,0.71,0.79,0.55,0.11,0.61,0.69
