,awemud.csv,liferea.csv,go.csv,kwave.csv,dvd-create.csv,gbif-indexingtoolkit.csv,mpgravity.csv,clamav.csv,linux-ntfs.csv,libarchive.csv
awemud.csv,1.0,0.28,0.8,0.32,0.86,0.21,0.19,0.62,0.49,0.54
clamav.csv,0.84,0.32,0.82,0.2,0.97,0.11,0.0,1.0,0.44,0.59
dvd-create.csv,0.73,0.28,0.71,0.28,1.0,0.21,0.28,0.47,0.49,0.55
gbif-indexingtoolkit.csv,0.85,0.0,0.51,0.0,0.67,1.0,0.17,0.33,0.73,0.53
go.csv,0.73,0.22,1.0,0.27,0.88,0.2,0.21,0.42,0.42,0.47
kwave.csv,0.88,0.25,0.68,1.0,0.93,0.21,0.17,0.33,0.67,0.62
libarchive.csv,0.85,0.32,0.85,0.2,0.83,0.18,0.4,0.33,0.56,1.0
liferea.csv,0.89,1.0,0.89,0.2,1.0,0.25,0.0,0.33,0.53,0.81
linux-ntfs.csv,0.89,0.43,0.71,0.26,0.85,0.29,0.18,0.5,0.96,0.58
mpgravity.csv,0.86,0.28,0.77,0.14,0.73,0.22,1.0,0.3,0.5,0.46
