,wow-qrsk.csv,m-a-d-n-e-s-s.csv,kindb.csv,kftpgrabber.csv,netatalk.csv,illumination.csv,quickfast.csv
illumination.csv,0.25,0.4,0.06,0.16,0.24,0.02,0.09
kftpgrabber.csv,0.21,0.03,0.5,0.0,0.66,0.34,0.62
kindb.csv,0.38,0.3,0.0,0.31,0.34,0.32,0.31
m-a-d-n-e-s-s.csv,0.16,0.03,0.0,0.24,0.08,0.35,0.09
netatalk.csv,0.04,0.1,0.06,0.16,0.0,0.17,0.06
quickfast.csv,0.52,0.77,0.62,0.52,0.89,0.69,0.0
wow-qrsk.csv,0.0,0.25,0.0,0.27,0.16,0.2,0.0
