,thout.csv,psrchive.csv,jvcl.csv,zact.csv,sarasvati.csv,liferea.csv,kwave.csv,blogentis.csv,checker-framework.csv,fontforge.csv,magicwars.csv,lockss.csv,stuproa-cims.csv,ctrlr.csv,gusanos.csv,pydev.csv,cme.csv
blogentis.csv,0.18,0.14,0.44,0.0,0.36,0.54,0.12,1.0,0.54,0.54,0.27,0.41,0.29,0.43,0.33,0.56,0.4
checker-framework.csv,0.43,0.21,0.75,0.29,0.27,0.31,0.44,0.42,1.0,0.12,0.27,0.36,0.22,0.24,0.16,0.72,0.8
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ctrlr.csv,0.02,0.0,0.0,0.0,0.09,0.0,0.06,0.0,0.0,0.0,0.14,0.0,0.0,1.0,0.15,0.0,0.0
fontforge.csv,0.41,0.64,0.44,0.71,0.73,0.38,0.31,0.5,0.62,0.88,0.49,0.45,0.27,0.76,0.46,0.78,0.8
gusanos.csv,0.48,0.71,0.69,0.71,0.73,0.23,0.5,0.62,0.54,0.33,0.93,0.55,0.4,0.38,0.99,0.75,0.8
jvcl.csv,0.0,0.0,1.0,0.14,0.0,0.0,0.0,0.0,0.08,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
kwave.csv,0.43,0.29,0.38,0.14,0.45,0.92,0.88,0.46,0.54,0.21,0.27,0.41,0.18,0.24,0.49,0.28,0.4
liferea.csv,0.43,0.29,0.88,0.71,0.64,1.0,0.25,0.38,0.54,0.46,0.3,0.5,0.27,0.19,0.39,0.58,0.0
lockss.csv,0.3,0.21,0.12,0.43,0.27,0.31,0.0,0.25,0.15,0.0,0.28,0.95,0.02,0.05,0.31,0.22,0.0
magicwars.csv,0.89,1.0,0.94,0.86,0.91,1.0,1.0,0.79,1.0,1.0,0.86,0.91,0.76,1.0,1.0,0.92,1.0
psrchive.csv,0.27,0.93,0.38,0.71,0.27,0.15,0.06,0.29,0.62,0.17,0.31,0.32,0.05,0.0,0.18,0.47,1.0
pydev.csv,0.43,0.29,0.81,0.0,0.0,0.31,0.12,0.54,0.54,0.58,0.24,0.45,0.42,0.05,0.1,0.97,0.8
sarasvati.csv,0.18,0.0,0.06,0.14,1.0,0.08,0.12,0.0,0.31,0.0,0.18,0.0,0.09,0.05,0.03,0.17,0.4
stuproa-cims.csv,0.61,0.21,0.88,0.71,0.36,0.46,0.56,0.71,0.92,1.0,0.58,0.82,0.95,0.05,1.0,0.83,1.0
thout.csv,0.84,0.43,0.69,0.86,0.45,0.46,0.56,0.21,0.38,0.17,0.64,0.68,0.69,0.95,0.72,0.42,0.0
zact.csv,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.14,0.33,0.0,0.0,0.42,0.0
