,thout.csv,psrchive.csv,jvcl.csv,zact.csv,sarasvati.csv,liferea.csv,kwave.csv,blogentis.csv,checker-framework.csv,fontforge.csv,magicwars.csv,lockss.csv,stuproa-cims.csv,ctrlr.csv,gusanos.csv,pydev.csv,cme.csv
blogentis.csv,0.07,0.31,0.34,0.2,0.18,0.61,0.43,0.0,0.29,0.32,0.03,0.26,0.23,0.59,0.45,0.36,0.37
checker-framework.csv,0.18,0.24,0.71,0.26,0.3,0.2,0.48,0.28,0.02,0.03,0.11,0.28,0.02,0.12,0.21,0.78,0.46
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
ctrlr.csv,0.01,0.04,0.0,0.07,0.0,0.0,0.02,0.12,0.27,0.0,0.19,0.02,0.01,0.02,0.14,0.01,0.02
fontforge.csv,0.3,0.41,0.25,0.51,0.49,0.36,0.32,0.49,0.79,0.03,0.5,0.27,0.25,0.51,0.66,0.59,0.6
gusanos.csv,0.33,0.52,0.57,0.75,0.33,0.3,0.7,0.61,0.29,0.42,0.92,0.49,0.31,0.31,0.03,0.54,0.48
jvcl.csv,0.01,0.0,0.0,0.07,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
kwave.csv,0.26,0.33,0.41,0.29,0.31,0.68,0.0,0.33,0.16,0.19,0.16,0.21,0.27,0.27,0.31,0.26,0.19
liferea.csv,0.18,0.23,0.85,0.4,0.3,0.0,0.16,0.22,0.12,0.42,0.15,0.21,0.25,0.15,0.07,0.43,0.35
lockss.csv,0.12,0.07,0.11,0.34,0.16,0.05,0.04,0.13,0.04,0.0,0.21,0.0,0.04,0.03,0.03,0.2,0.06
magicwars.csv,0.9,1.0,0.92,0.95,0.77,1.0,1.0,0.8,0.95,1.0,0.01,0.99,0.5,1.0,1.0,0.87,0.92
psrchive.csv,0.13,0.0,0.23,0.67,0.15,0.07,0.04,0.19,0.77,0.03,0.2,0.45,0.07,0.03,0.1,0.26,0.48
pydev.csv,0.25,0.2,0.52,0.19,0.1,0.18,0.25,0.35,0.16,0.55,0.05,0.38,0.33,0.08,0.1,0.0,0.56
sarasvati.csv,0.04,0.0,0.13,0.04,0.0,0.0,0.02,0.01,0.05,0.0,0.09,0.05,0.04,0.02,0.03,0.07,0.29
stuproa-cims.csv,0.64,0.25,0.82,0.71,0.16,0.3,0.48,0.64,0.57,1.0,0.76,0.61,0.01,0.2,1.0,0.52,0.65
thout.csv,0.0,0.44,0.52,0.75,0.67,0.57,0.7,0.42,0.84,0.19,0.81,0.65,0.69,0.93,0.79,0.43,0.19
zact.csv,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.43,0.0,0.0,0.61,0.02
