,xharbour.csv,barracudamvc.csv,megasquirtavr.csv,openintents.csv,atomsite.csv,arsenal-1.csv,hazelcast.csv,alembik.csv,opengs.csv,fm-classic.csv,mycila.csv,bulmages.csv,jppf-project.csv,mumble.csv,bionote.csv,mevenide.csv,duplicati.csv,tweetsharp.csv
alembik.csv,0.29,0.37,0.43,0.29,0.43,0.86,0.33,0.38,0.66,0.79,0.55,0.4,0.37,0.41,0.47,0.65,0.59,0.39
arsenal-1.csv,0.69,0.35,0.88,0.83,0.9,0.45,0.8,0.5,0.8,0.33,0.75,0.87,0.39,0.74,0.8,0.64,0.86,0.89
atomsite.csv,0.32,0.33,0.53,0.29,0.42,0.38,0.38,0.3,0.38,0.3,0.39,0.36,0.31,0.37,0.38,0.47,0.35,0.39
barracudamvc.csv,0.43,0.42,0.67,0.29,0.4,0.4,0.41,0.33,0.36,0.93,0.41,0.44,0.48,0.39,0.37,0.53,0.32,0.4
bionote.csv,0.48,0.35,0.0,0.4,0.82,0.65,0.86,0.86,0.8,0.4,0.86,0.44,0.41,0.82,0.56,0.7,0.83,0.5
bulmages.csv,0.0,0.54,0.55,0.86,0.75,0.0,0.75,0.77,0.89,0.35,0.88,0.42,0.68,0.55,0.75,0.53,0.9,0.52
fm-classic.csv,0.0,0.94,0.65,0.59,0.67,0.83,0.93,0.83,0.75,0.9,0.88,0.86,0.93,0.8,0.9,0.94,0.67,0.86
hazelcast.csv,0.3,0.31,0.43,0.26,0.33,0.32,0.33,0.3,0.33,0.29,0.35,0.34,0.3,0.38,0.36,0.4,0.31,0.29
jppf-project.csv,0.69,0.5,0.6,0.32,0.84,0.36,0.49,0.59,0.69,0.68,0.46,0.65,0.41,0.68,0.56,0.56,0.9,0.68
megasquirtavr.csv,0.39,0.45,0.75,0.27,0.52,0.36,0.41,0.41,0.36,0.4,0.39,0.41,0.37,0.41,0.38,0.58,0.47,0.47
mevenide.csv,0.33,0.35,0.5,0.46,0.86,0.88,0.5,0.67,0.0,0.32,0.67,0.88,0.48,0.8,0.78,0.71,0.86,0.86
mumble.csv,0.33,0.42,0.85,0.3,0.47,0.39,0.44,0.88,0.51,0.44,0.79,0.51,0.56,0.45,0.6,0.64,0.57,0.5
mycila.csv,0.45,0.35,0.8,0.37,0.44,0.36,0.51,0.72,0.48,0.34,0.67,0.47,0.4,0.63,0.39,0.59,0.35,0.48
opengs.csv,0.36,0.39,0.69,0.69,0.45,0.68,0.71,0.5,0.56,0.36,0.61,0.36,0.89,0.47,0.62,0.75,0.39,0.39
openintents.csv,0.67,0.57,0.95,0.46,0.47,0.36,0.4,0.32,0.35,0.29,0.53,0.93,0.37,0.58,0.37,0.63,0.41,0.52
tweetsharp.csv,0.94,0.73,0.56,0.5,0.56,0.42,0.51,0.36,0.36,0.91,0.44,0.6,0.94,0.46,0.61,0.73,0.42,0.47
xharbour.csv,0.38,0.32,0.55,0.28,0.5,0.36,0.43,0.34,0.36,0.36,0.38,0.48,0.53,0.44,0.51,0.47,0.32,0.37
