,gpsmid.csv,emftriple.csv,fluent-nhibernate.csv,columba.csv
columba.csv,0.46,0.83,0.49,0.43
emftriple.csv,0.92,0.15,1.05,0.78
fluent-nhibernate.csv,0.42,1.02,0.19,0.65
gpsmid.csv,0.33,0.95,0.38,0.66
