,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.41,0.16,0.46,0.39,0.16,0.16,0.0,0.09,0.13,0.0
flylegacy.csv,0.59,0.49,0.75,0.25,0.39,0.42,0.35,0.51,0.27,0.41
jguard.csv,0.53,0.49,0.73,0.28,0.72,0.61,0.29,0.82,0.46,0.4
m-a-d-n-e-s-s.csv,0.59,0.17,0.7,0.26,0.14,0.11,0.0,0.23,0.65,0.28
mob-sen-plat.csv,0.51,0.81,0.78,0.21,0.56,0.45,0.32,0.58,0.55,0.41
raygina.csv,0.68,0.0,0.74,0.3,0.33,0.33,0.18,0.4,0.29,0.45
st-filteredstatistics.csv,0.54,0.45,0.83,0.27,0.69,0.54,0.32,0.84,0.46,0.55
upp-mirror.csv,0.37,0.06,0.64,0.27,0.73,0.33,0.21,0.5,0.41,0.47
wishmaster.csv,0.29,0.29,0.56,0.24,0.65,0.36,0.44,0.17,0.56,0.45
yarp.csv,0.29,0.06,0.34,0.03,0.0,0.25,0.16,0.14,0.27,0.58
