,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,2.0,2.0,1.0,5.0,0.0,4.0,74.0,1.0,4.0,62.0
flylegacy.csv,1.0,5.0,1.0,0.0,1.0,2.0,13.0,1.0,5.0,1.0
jguard.csv,9.0,3.0,1.0,1.0,1.0,1.0,11.0,0.0,4.0,3.0
m-a-d-n-e-s-s.csv,1.0,0.0,0.0,1.0,2.0,2.0,74.0,0.0,3.0,2.0
mob-sen-plat.csv,1.0,0.0,1.0,23.0,1.0,4.0,1.0,0.0,1.0,1.0
raygina.csv,0.0,52.0,1.0,8.0,1.0,2.0,0.0,0.0,7.0,0.0
st-filteredstatistics.csv,2.0,4.0,1.0,1.0,0.0,5.0,16.0,0.0,3.0,0.0
upp-mirror.csv,8.0,0.0,2.0,9.0,0.0,2.0,2.0,0.0,1.0,1.0
wishmaster.csv,2.0,1.0,1.0,20.0,0.0,8.0,3.0,2.0,2.0,0.0
yarp.csv,1.0,0.0,1.0,0.0,104.0,7.0,0.0,0.0,0.0,0.0
