,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.37,0.11,0.37,0.6,0.11,0.12,0.0,0.06,0.1,0.0
flylegacy.csv,0.65,0.42,0.67,0.4,0.32,0.5,0.47,0.41,0.24,0.4
jguard.csv,0.58,0.4,0.59,0.6,0.63,0.71,0.44,0.68,0.3,0.4
m-a-d-n-e-s-s.csv,0.53,0.11,0.58,0.34,0.1,0.09,0.0,0.16,0.73,0.24
mob-sen-plat.csv,0.58,0.78,0.54,0.37,0.52,0.56,0.47,0.48,0.7,0.4
raygina.csv,0.7,0.0,0.54,0.63,0.26,0.37,0.17,0.3,0.28,0.47
st-filteredstatistics.csv,0.09,0.39,0.33,0.27,0.59,0.65,0.09,0.77,0.13,0.0
upp-mirror.csv,0.36,0.04,0.53,0.37,0.69,0.34,0.25,0.4,0.51,0.53
wishmaster.csv,0.28,0.24,0.46,0.43,0.6,0.42,0.65,0.12,0.63,0.47
yarp.csv,0.24,0.04,0.26,0.04,0.0,0.32,0.17,0.1,0.24,0.61
