,umber.csv,openwbem.csv,orc.csv,ivatamasks.csv,oppna-program-hsatools.csv,ogrehg.csv,iaml.csv,cubefs.csv,bwapi.csv,xcmetadataservicestoolkit.csv,kolmafia.csv,olex2.csv,ta3d.csv,gisgraphy.csv
bwapi.csv,0.26,0.36,0.13,0.68,0.92,0.38,0.57,0.69,0.92,0.73,0.56,0.48,0.71,0.23
cubefs.csv,0.56,0.36,0.03,0.76,0.92,0.43,0.6,0.79,0.6,0.85,0.54,0.46,0.68,0.15
gisgraphy.csv,0.0,0.55,0.16,0.33,0.35,0.52,0.6,0.6,0.71,0.6,0.7,0.28,0.67,0.71
iaml.csv,0.07,0.45,0.14,0.77,0.85,0.39,0.74,1.0,1.0,0.7,0.52,0.46,1.0,0.36
ivatamasks.csv,0.33,0.47,0.09,0.84,0.92,0.39,0.57,0.76,0.5,0.75,0.57,0.47,0.74,0.31
kolmafia.csv,0.27,0.4,0.11,0.69,0.92,0.38,0.54,0.73,0.67,0.81,0.79,0.5,0.72,0.31
ogrehg.csv,0.1,0.37,0.14,0.71,0.86,0.62,0.62,0.65,0.71,0.69,0.56,0.66,0.74,0.27
olex2.csv,0.42,0.41,0.08,0.68,1.0,0.56,0.63,0.79,1.0,0.87,0.56,0.7,0.73,0.13
openwbem.csv,0.39,0.53,0.11,0.69,0.89,0.48,0.58,0.74,0.59,0.8,0.63,0.53,0.77,0.33
oppna-program-hsatools.csv,0.33,0.36,0.2,0.68,0.98,0.4,0.54,0.73,0.95,0.77,0.66,0.65,0.68,0.22
orc.csv,0.0,0.51,0.33,0.76,0.94,0.52,0.42,0.63,0.83,0.68,0.75,0.7,0.0,0.31
ta3d.csv,0.74,0.33,0.0,0.66,0.95,0.38,0.62,0.89,1.0,1.0,0.58,0.29,0.78,0.23
umber.csv,0.83,0.45,0.11,0.75,0.82,0.42,0.54,0.69,0.77,0.78,0.59,0.5,0.68,0.32
xcmetadataservicestoolkit.csv,0.47,0.38,0.16,0.68,0.98,0.41,0.54,0.89,0.88,0.84,0.53,0.49,0.69,0.21
