,ltp.csv,konversation.csv,moviesandbox.csv,sepgsql.csv,migen.csv,mcmc-jags.csv,cataclysmos.csv,ildjit.csv,opengs.csv,tcl.csv,phonon-vlc-mplayer.csv,openxava.csv,unflobtactical.csv,micomt.csv,nebuladevice.csv,passwordsafe.csv,exl.csv,crux-framework.csv
crux-framework.csv,0.43,0.65,0.92,0.48,0.62,0.8,0.75,0.42,0.61,0.37,0.7,0.67,0.5,0.49,0.64,0.57,0.64,0.88
exl.csv,0.95,0.48,0.39,0.4,0.57,0.5,0.69,0.63,0.71,0.29,0.68,0.72,0.52,0.57,0.4,0.46,0.4,0.55
ildjit.csv,0.98,0.91,0.93,0.97,0.93,0.59,0.0,0.93,0.93,0.5,0.98,0.89,0.92,0.88,0.62,0.88,0.86,0.94
konversation.csv,0.48,0.54,0.48,0.9,0.45,0.84,0.45,0.73,0.83,0.95,0.86,0.65,0.5,0.63,0.52,0.74,0.57,0.63
ltp.csv,0.48,0.44,0.44,0.81,0.6,0.96,0.43,0.72,0.52,0.64,0.65,0.84,0.43,0.8,0.52,0.56,0.77,0.58
mcmc-jags.csv,0.35,0.45,0.37,0.45,0.39,0.6,0.45,0.42,0.42,0.7,0.55,0.48,0.39,0.71,0.4,0.47,0.44,0.42
micomt.csv,0.38,0.43,0.39,0.57,0.39,0.76,0.43,0.48,0.38,0.56,0.65,0.53,0.38,0.89,0.51,0.49,0.45,0.42
migen.csv,0.66,0.53,0.39,0.42,0.43,0.86,0.86,0.77,0.65,0.0,0.68,0.48,0.37,0.43,0.55,0.78,0.44,0.48
moviesandbox.csv,0.98,0.52,0.41,0.98,0.61,0.88,0.75,0.87,0.61,0.86,0.75,0.63,0.44,0.91,0.71,0.86,0.47,0.59
nebuladevice.csv,0.0,0.74,0.9,0.0,0.73,0.56,0.93,0.67,0.96,0.59,0.72,0.9,0.88,0.57,0.71,0.8,0.8,0.64
opengs.csv,0.98,0.58,0.37,0.46,0.48,0.62,0.52,0.44,0.56,0.65,0.68,0.67,0.38,0.61,0.49,0.62,0.42,0.65
openxava.csv,0.49,0.49,0.5,0.49,0.4,0.42,0.5,0.56,0.49,0.33,0.55,0.43,0.56,0.42,0.39,0.49,0.41,0.46
passwordsafe.csv,0.35,0.6,0.4,0.45,0.44,0.86,0.52,0.48,0.51,0.7,0.74,0.48,0.38,0.7,0.41,0.6,0.46,0.46
phonon-vlc-mplayer.csv,0.34,0.58,0.4,0.62,0.42,0.75,0.71,0.46,0.46,0.92,0.86,0.39,0.41,0.9,0.81,0.81,0.44,0.39
sepgsql.csv,0.58,0.53,0.39,0.54,0.4,0.89,0.88,0.45,0.41,0.9,0.84,0.39,0.43,0.58,0.75,0.7,0.42,0.39
tcl.csv,0.48,0.83,0.58,0.0,0.63,0.45,0.53,0.57,0.46,0.47,0.65,0.58,0.79,0.0,0.4,0.57,0.72,0.51
unflobtactical.csv,0.75,0.46,0.37,0.78,0.43,0.62,0.48,0.57,0.37,0.75,0.67,0.57,0.33,0.74,0.73,0.51,0.44,0.44
