,ltp.csv,konversation.csv,moviesandbox.csv,sepgsql.csv,migen.csv,mcmc-jags.csv,cataclysmos.csv,ildjit.csv,opengs.csv,tcl.csv,phonon-vlc-mplayer.csv,openxava.csv,unflobtactical.csv,micomt.csv,nebuladevice.csv,passwordsafe.csv,exl.csv,crux-framework.csv
crux-framework.csv,0.75,0.37,0.17,0.6,0.28,0.12,0.08,0.91,0.3,0.8,0.32,0.01,0.04,0.58,0.25,0.45,0.08,0.12
exl.csv,0.07,0.39,0.51,0.52,0.63,0.21,0.29,0.25,0.35,0.68,0.28,0.64,0.35,0.39,0.49,0.37,0.0,0.75
ildjit.csv,0.13,0.1,0.17,0.06,0.23,0.5,0.02,0.11,0.16,0.05,0.2,0.02,0.31,0.14,0.3,0.06,0.15,0.14
konversation.csv,0.52,0.17,0.14,0.25,0.3,0.21,0.58,0.39,0.21,0.32,0.21,0.73,0.31,0.54,0.49,0.46,0.38,0.38
ltp.csv,0.42,0.94,0.49,0.47,0.44,0.4,0.81,0.56,0.7,0.55,0.59,0.55,0.69,0.41,0.63,0.74,0.85,0.69
mcmc-jags.csv,0.9,0.49,0.71,0.87,0.63,0.14,0.58,0.88,0.61,0.28,0.44,1.0,0.58,0.31,0.75,0.36,0.77,0.92
micomt.csv,0.82,0.53,0.66,0.47,0.63,0.12,0.69,0.77,0.91,0.25,0.33,0.9,0.58,0.14,0.51,0.49,0.77,0.97
migen.csv,0.29,0.27,0.31,0.47,0.37,0.07,0.12,0.19,0.26,0.02,0.2,1.0,0.27,0.41,0.35,0.09,0.46,0.63
moviesandbox.csv,0.08,0.4,0.4,0.07,0.35,0.05,0.21,0.29,0.4,0.12,0.28,0.79,0.38,0.22,0.31,0.15,0.62,0.61
nebuladevice.csv,0.0,0.52,0.17,0.0,0.56,0.62,0.27,0.03,0.3,0.5,0.46,0.57,0.19,0.51,0.2,0.4,0.15,0.65
opengs.csv,0.09,0.18,0.54,0.8,0.35,0.12,0.42,0.37,0.26,0.2,0.18,0.67,0.23,0.32,0.45,0.11,0.23,0.35
openxava.csv,0.48,0.31,0.4,0.34,0.7,0.52,0.37,0.3,0.36,0.7,0.33,0.33,0.27,0.59,0.49,0.25,0.0,0.37
passwordsafe.csv,0.94,0.26,0.66,0.82,0.3,0.07,0.54,0.66,0.4,0.18,0.27,0.98,0.35,0.29,0.72,0.22,0.77,0.79
phonon-vlc-mplayer.csv,1.0,0.27,0.49,0.38,0.35,0.0,0.31,0.7,0.36,0.1,0.17,0.59,0.23,0.03,0.27,0.07,0.54,0.49
sepgsql.csv,0.29,0.24,0.46,0.32,0.33,0.12,0.13,0.46,0.66,0.05,0.12,0.59,0.15,0.29,0.04,0.13,0.38,0.56
tcl.csv,0.63,0.52,0.8,0.0,0.67,1.0,0.69,0.57,0.74,0.38,0.78,0.83,0.73,0.02,0.72,0.75,0.54,0.82
unflobtactical.csv,0.14,0.41,0.6,0.16,0.49,0.14,0.54,0.25,0.95,0.1,0.21,0.82,0.35,0.19,0.23,0.31,0.46,0.95
