,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,primefaces.csv,web-cat.csv
cleartk.csv,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,6.0,107.0,0.0,1.0,0.0
encog-cs.csv,61.0,0.0,2.0,1.0,6.0,1.0,0.0,0.0,1.0,5.0,323.0,0.0,2.0,1.0
extprosys.csv,60.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,4.0,6.0,34.0,0.0,1.0,1.0
intact.csv,104.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,42.0,1.0,2.0,0.0
japano.csv,104.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,13.0,6.0,321.0,0.0,2.0,1.0
lockss.csv,3.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,9.0,2.0,66.0,2.0
officefloor.csv,39.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,5.0,19.0,4.0,5.0,0.0,2.0
opennms.csv,37.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,48.0,0.0,1.0,2.0
primefaces.csv,104.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,16.0,6.0,309.0,0.0,1.0,0.0
rohxel.csv,40.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,4.0,171.0,0.0,2.0,0.0
roolo.csv,104.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,15.0,6.0,322.0,0.0,1.0,1.0
sevenupdate.csv,81.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,16.0,6.0,323.0,0.0,2.0,1.0
web-cat.csv,104.0,0.0,5.0,1.0,21.0,0.0,0.0,0.0,14.0,6.0,263.0,0.0,2.0,1.0
