,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,primefaces.csv,web-cat.csv
cleartk.csv,0.62,0.67,0.51,0.21,0.62,0.37,0.45,0.89,0.77,0.9,0.42,0.7,0.22,0.68
encog-cs.csv,0.71,0.83,0.93,1.0,0.84,0.89,0.91,1.0,0.32,0.26,0.99,0.92,0.96,0.65
extprosys.csv,0.65,1.0,0.38,0.64,1.0,0.52,0.36,0.78,0.36,1.0,0.51,0.54,0.37,0.42
intact.csv,0.49,0.83,0.4,0.36,0.51,0.26,0.09,0.0,0.2,0.8,0.54,0.35,0.44,0.26
japano.csv,0.79,1.0,0.74,0.93,0.78,0.79,1.0,0.44,0.92,0.82,0.93,0.89,0.96,0.55
lockss.csv,0.14,0.0,0.06,0.0,0.09,0.03,0.0,0.44,0.08,0.34,0.19,0.14,0.0,0.23
officefloor.csv,0.51,0.0,0.18,0.29,0.18,0.21,0.0,0.67,0.35,0.22,0.27,0.14,0.04,0.74
opennms.csv,0.47,1.0,0.04,0.14,0.26,0.16,0.73,0.0,0.24,0.33,0.2,0.46,0.07,0.1
primefaces.csv,0.55,0.83,1.0,0.71,0.71,0.71,0.91,0.67,0.75,0.99,0.82,0.68,0.22,0.65
rohxel.csv,0.4,0.0,0.39,0.14,0.29,0.27,0.45,0.22,0.01,0.08,0.26,0.27,0.63,0.0
roolo.csv,0.74,0.67,0.83,0.71,0.86,0.81,0.36,0.56,0.63,0.78,0.88,0.22,0.81,0.77
sevenupdate.csv,0.99,0.17,1.0,1.0,0.92,1.0,1.0,1.0,0.95,0.6,0.99,0.97,1.0,1.0
web-cat.csv,0.6,0.17,0.37,0.79,0.74,0.59,0.64,0.67,0.95,0.67,0.77,0.62,0.74,0.23
