,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,phet.csv,mptvseries.csv,toped.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,qdvdauthor.csv,kmess.csv,moast.csv,nativeclient.csv,genoviz.csv
brlcad.csv,0.38,0.84,0.48,0.46,0.49,0.49,0.53,0.46,0.33,0.52,0.68,0.36,0.56,0.48,0.38,0.41,0.39,0.56,0.46
delphilhlplib.csv,0.38,0.45,0.4,0.44,0.47,0.44,0.37,0.37,0.31,0.45,0.43,0.36,0.49,0.45,0.37,0.4,0.65,0.51,0.35
exordium.csv,0.8,0.43,0.67,0.84,0.78,0.57,0.74,0.89,0.38,0.76,0.57,0.62,0.78,0.85,0.87,0.84,0.67,0.77,0.37
fltk.csv,0.37,0.62,0.93,0.53,0.59,0.65,0.93,0.59,0.5,0.76,0.67,0.83,0.98,0.77,0.58,0.53,0.97,0.84,0.53
genoviz.csv,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.8
gzigzag.csv,0.44,0.99,0.67,0.95,0.57,0.88,0.97,0.6,0.83,0.97,0.67,0.71,0.98,0.93,0.65,0.95,0.94,0.93,0.67
irrlicht.csv,0.42,0.46,0.69,0.49,0.46,0.84,0.64,0.48,0.31,0.5,0.45,0.38,0.53,0.45,0.37,0.44,0.98,0.62,0.5
kmess.csv,0.86,0.48,0.69,0.52,0.58,0.58,0.72,0.61,0.44,0.61,0.62,0.45,0.65,0.57,0.42,0.49,0.49,0.72,0.41
moast.csv,0.33,0.45,0.47,0.42,0.41,0.39,0.37,0.34,0.32,0.44,0.43,0.38,0.48,0.43,0.37,0.41,0.43,0.49,0.32
mptvseries.csv,0.47,0.71,0.83,0.67,0.67,0.94,0.98,0.59,0.46,0.68,0.53,0.91,0.89,0.86,0.7,0.68,0.51,0.95,0.57
nativeclient.csv,0.82,0.49,0.83,0.71,0.51,0.51,0.59,0.65,0.44,0.68,0.46,0.56,0.68,0.62,0.71,0.55,0.96,0.56,0.38
openfrag.csv,0.32,0.49,0.51,0.46,0.44,0.46,0.49,0.47,0.35,0.56,0.43,0.45,0.58,0.54,0.46,0.44,0.45,0.53,0.33
phet.csv,0.68,1.0,0.63,0.98,0.85,0.58,0.98,0.76,0.83,0.91,0.94,0.54,0.56,0.77,0.81,0.78,0.57,0.78,0.62
qdvdauthor.csv,0.45,0.54,0.54,0.61,0.65,0.75,0.97,0.59,0.37,0.55,0.57,0.42,0.5,0.53,0.44,0.48,0.0,0.64,0.5
qse.csv,0.35,0.48,0.57,0.49,0.53,0.59,0.55,0.59,0.33,0.55,0.52,0.39,0.67,0.66,0.46,0.45,0.57,0.79,0.37
sauerbraten.csv,0.38,0.43,0.45,0.66,0.46,0.76,0.59,0.69,0.38,0.59,0.52,0.55,0.51,0.48,0.69,0.41,0.96,0.79,0.42
toped.csv,0.42,0.99,0.55,0.77,0.51,0.84,0.97,0.5,0.34,0.66,0.8,0.58,0.59,0.71,0.44,0.46,0.52,0.69,0.5
truevision.csv,0.33,0.91,0.48,0.59,0.55,0.45,0.45,0.5,0.39,0.71,0.65,0.61,0.99,0.45,0.53,0.53,0.4,0.96,0.41
zoolib.csv,0.8,0.99,0.0,0.97,0.9,0.89,0.95,0.7,0.86,0.98,0.5,0.8,0.96,0.0,0.67,0.94,0.92,0.96,0.0
