,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,phet.csv,mptvseries.csv,toped.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,qdvdauthor.csv,kmess.csv,moast.csv,nativeclient.csv,genoviz.csv
brlcad.csv,0.84,0.06,0.86,0.94,0.88,0.89,0.69,0.68,0.62,0.82,0.7,0.78,0.82,0.91,0.81,0.74,0.97,0.82,0.82
delphilhlplib.csv,0.85,0.98,0.02,0.94,0.83,0.72,0.84,0.9,0.89,0.71,0.96,0.82,0.97,0.89,0.9,0.73,0.88,0.95,0.91
exordium.csv,0.9,0.74,0.75,0.87,0.05,0.52,0.88,0.92,0.64,0.73,0.39,0.6,0.84,0.76,0.79,0.72,1.07,0.79,0.55
fltk.csv,0.6,0.77,0.76,0.01,0.58,0.69,0.89,0.52,0.61,0.69,0.46,0.65,0.65,0.67,0.62,0.61,0.92,0.8,0.54
genoviz.csv,0.95,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97,1.0,1.0,1.0,1.0,1.0,0.0
gzigzag.csv,0.57,0.96,0.99,0.9,0.52,0.17,0.91,0.45,0.91,0.84,0.97,0.7,0.72,0.84,0.82,0.81,0.96,0.92,0.45
irrlicht.csv,0.91,0.86,0.72,0.5,0.84,0.81,0.84,0.56,0.67,0.02,1.01,0.68,0.88,0.95,0.92,0.81,0.8,0.67,0.55
kmess.csv,0.88,0.8,0.75,0.73,0.61,0.72,0.74,0.82,0.89,0.72,0.85,0.55,0.75,0.83,0.63,0.03,0.35,0.7,0.55
moast.csv,1.0,1.0,0.92,1.0,1.0,0.85,0.87,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.87
mptvseries.csv,0.68,0.72,0.89,0.6,0.69,0.63,0.9,0.11,0.57,0.66,0.43,0.79,0.67,0.75,0.87,0.64,0.43,0.91,0.66
nativeclient.csv,0.8,0.69,0.82,0.67,0.58,0.6,0.75,0.82,0.85,0.7,0.45,0.56,0.76,0.64,0.71,0.51,0.91,0.03,0.65
openfrag.csv,0.83,0.9,0.91,0.67,0.77,0.68,0.82,0.7,0.9,0.75,0.82,0.76,0.72,0.02,0.57,0.72,0.63,0.96,0.8
phet.csv,0.91,0.91,0.75,0.89,1.11,0.78,0.06,0.96,0.93,0.75,0.93,1.01,0.9,0.94,0.8,0.84,1.29,0.87,0.95
qdvdauthor.csv,0.75,0.6,0.61,0.75,0.66,0.97,0.95,0.77,0.5,0.67,0.73,0.64,0.86,0.56,0.03,0.77,1.0,0.74,1.0
qse.csv,0.52,0.7,0.71,0.61,0.42,0.59,0.77,0.65,0.89,0.7,0.06,0.57,0.6,0.7,0.78,0.56,1.23,0.8,0.72
sauerbraten.csv,0.0,0.79,0.67,0.62,0.48,0.78,0.84,0.76,0.84,0.7,0.56,0.59,0.68,0.6,0.77,0.6,0.89,0.76,0.65
toped.csv,0.72,0.89,0.58,0.64,0.76,0.71,0.88,0.69,0.02,0.74,0.72,0.6,0.8,0.81,0.83,0.98,0.21,0.74,1.11
truevision.csv,0.56,0.82,0.68,0.56,0.49,0.84,0.87,0.59,0.74,0.69,0.65,0.05,0.65,0.93,0.67,0.57,0.9,0.75,0.76
zoolib.csv,0.74,0.93,1.0,0.78,0.96,0.93,0.97,0.75,0.86,0.81,0.94,0.89,0.23,0.98,0.72,0.93,0.95,0.93,1.0
