,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,phet.csv,mptvseries.csv,toped.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,qdvdauthor.csv,kmess.csv,moast.csv,nativeclient.csv,genoviz.csv
brlcad.csv,0.9,0.94,0.77,0.87,0.68,0.62,0.74,0.79,0.73,0.83,0.46,0.74,0.94,0.8,0.82,0.78,1.0,0.83,0.6
delphilhlplib.csv,0.82,0.99,0.98,0.88,0.79,0.86,0.81,0.95,0.98,0.75,0.97,0.84,0.97,0.79,0.92,0.84,0.26,0.96,0.6
exordium.csv,0.1,0.53,0.3,0.14,0.95,0.59,0.19,0.11,0.69,0.32,0.63,0.5,0.19,0.24,0.25,0.32,0.09,0.22,0.8
fltk.csv,0.62,0.33,0.25,1.0,0.47,0.34,0.13,0.53,0.49,0.35,0.54,0.37,0.35,0.35,0.4,0.42,0.11,0.21,0.6
genoviz.csv,0.05,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1.0
gzigzag.csv,0.51,0.05,0.02,0.1,0.58,0.83,0.1,0.63,0.1,0.18,0.03,0.32,0.29,0.17,0.3,0.19,0.06,0.08,0.6
irrlicht.csv,0.64,0.85,0.28,0.7,0.95,0.21,0.2,0.79,0.96,0.99,0.86,0.97,0.94,0.91,0.8,0.87,0.2,0.73,0.6
kmess.csv,0.13,0.74,0.36,0.65,0.74,0.48,0.35,0.37,0.57,0.56,0.46,0.79,0.39,0.52,0.65,0.98,0.83,0.56,0.8
moast.csv,1.0,1.0,0.6,1.0,1.0,0.86,0.88,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mptvseries.csv,0.59,0.31,0.11,0.44,0.32,0.38,0.12,0.89,0.47,0.45,0.63,0.21,0.39,0.26,0.28,0.43,0.8,0.1,0.4
nativeclient.csv,0.26,0.57,0.19,0.4,0.89,0.62,0.35,0.32,0.67,0.36,0.86,0.58,0.29,0.53,0.32,0.62,0.1,0.99,0.6
openfrag.csv,0.95,0.86,0.64,0.83,0.95,0.72,0.35,0.74,0.86,0.62,0.89,0.82,0.52,0.98,0.78,0.8,0.88,0.92,0.8
phet.csv,0.33,0.11,0.57,0.16,0.05,0.59,0.94,0.21,0.25,0.35,0.11,0.39,0.74,0.33,0.4,0.4,0.19,0.4,0.2
qdvdauthor.csv,0.44,0.56,0.58,0.33,0.42,0.03,0.06,0.32,0.55,0.39,0.31,0.61,0.23,0.53,0.98,0.52,0.0,0.47,0.0
qse.csv,0.69,0.39,0.32,0.56,0.84,0.52,0.36,0.42,0.9,0.47,0.94,0.55,0.45,0.32,0.38,0.55,0.12,0.2,0.8
sauerbraten.csv,1.0,0.89,0.72,0.42,0.79,0.24,0.22,0.32,0.69,0.34,0.49,0.58,0.42,0.47,0.28,0.57,0.11,0.24,0.6
toped.csv,0.85,0.11,0.49,0.5,0.63,0.31,0.13,0.63,0.98,0.6,0.29,0.5,0.94,0.41,0.62,0.82,0.79,0.69,0.0
truevision.csv,0.85,0.2,0.7,0.56,0.89,0.86,0.62,0.58,0.69,0.43,0.37,0.95,0.39,0.92,0.52,0.68,0.98,0.26,0.8
zoolib.csv,0.28,0.07,0.0,0.23,0.05,0.07,0.03,0.26,0.14,0.24,0.06,0.11,0.77,0.02,0.32,0.09,0.05,0.07,0.0
