,x4x.csv,xharbour.csv,rectracker.csv,barracudamvc.csv,megasquirtavr.csv,openintents.csv,atomsite.csv,arsenal-1.csv,alembik.csv,emisview.csv,trackit.csv,jitterbit.csv,wxlua.csv,ontopia.csv,lite.csv,findbugs.csv,stajistics.csv,jfreechart.csv
alembik.csv,0.8,0.31,0.56,0.65,0.78,0.48,0.45,0.0,0.39,0.9,0.73,0.87,0.6,0.91,0.36,0.57,0.42,0.89
arsenal-1.csv,0.82,0.72,0.93,0.35,0.83,0.89,0.75,0.48,0.5,0.8,0.0,0.98,0.83,0.89,0.67,0.67,0.5,0.88
atomsite.csv,0.34,0.32,0.34,0.31,0.47,0.31,0.39,0.41,0.38,0.52,0.75,0.53,0.69,0.46,0.31,0.42,0.38,0.5
barracudamvc.csv,0.39,0.39,0.32,0.44,0.74,0.33,0.4,0.37,0.33,0.31,0.39,0.44,0.55,0.35,0.36,0.32,0.46,0.28
emisview.csv,0.5,0.0,0.64,0.59,0.63,0.62,0.57,0.54,0.34,0.5,0.8,0.58,0.5,0.9,0.42,0.48,0.55,0.77
findbugs.csv,0.36,0.31,0.39,0.41,0.55,0.33,0.5,0.45,0.33,0.41,0.45,0.42,0.52,0.38,0.42,0.6,0.48,0.42
jitterbit.csv,0.35,0.36,0.38,0.45,0.63,0.52,0.51,0.36,0.4,0.47,0.69,0.68,0.93,0.68,0.42,0.47,0.46,0.28
lite.csv,0.42,0.0,0.88,0.49,0.73,0.43,0.83,0.45,0.88,0.88,0.83,0.98,0.89,0.89,0.52,0.91,0.92,0.5
megasquirtavr.csv,0.38,0.39,0.4,0.5,0.57,0.29,0.62,0.36,0.46,0.38,0.6,0.63,0.94,0.33,0.75,0.76,0.77,0.32
ontopia.csv,0.5,0.36,0.38,0.94,0.97,0.33,0.47,0.6,0.43,0.44,0.46,0.89,0.55,0.42,0.34,0.45,0.93,0.41
openintents.csv,0.3,0.82,0.33,0.72,0.94,0.42,0.7,0.6,0.31,0.32,0.89,0.62,0.71,0.57,0.37,0.33,0.6,0.33
rectracker.csv,0.34,0.4,0.42,0.33,0.59,0.28,0.4,0.48,0.32,0.33,0.39,0.38,0.49,0.32,0.33,0.32,0.44,0.3
stajistics.csv,0.36,0.38,0.3,0.33,0.5,0.35,0.4,0.33,0.3,0.3,0.61,0.45,0.5,0.38,0.32,0.32,0.37,0.28
trackit.csv,0.71,0.92,0.0,0.96,0.83,0.59,0.69,0.92,0.46,0.79,0.55,0.86,0.94,0.82,0.42,0.93,0.94,0.0
wxlua.csv,0.92,0.46,0.74,0.76,0.62,0.86,0.47,0.93,0.48,0.93,0.76,0.76,0.57,0.67,0.5,0.93,0.96,0.6
x4x.csv,0.47,0.41,0.95,0.42,0.53,0.31,0.48,0.6,0.35,0.55,0.54,0.51,0.65,0.37,0.44,0.5,0.66,0.36
xharbour.csv,0.34,0.36,0.34,0.32,0.54,0.27,0.44,0.36,0.35,0.36,0.46,0.46,0.6,0.48,0.36,0.34,0.49,0.28
