,jahshakafx.csv,electric-core.csv,jython.csv,popeye-chess.csv,mvnforum.csv,plplot.csv,openmalaria.csv,dspace-gsoc.csv,kftpgrabber.csv,zxing.csv
dspace-gsoc.csv,0.81,0.59,0.19,0.72,0.5,0.62,0.34,0.74,0.75,0.51
electric-core.csv,0.46,0.64,0.0,0.82,0.59,0.55,0.61,0.56,0.63,0.43
jahshakafx.csv,0.8,0.59,0.76,0.51,0.52,0.64,0.41,0.55,0.63,0.69
jython.csv,0.57,0.5,0.86,0.67,0.47,0.33,0.4,0.47,0.3,0.58
kftpgrabber.csv,0.73,0.58,0.55,0.42,0.25,0.38,0.09,0.29,0.85,0.68
mvnforum.csv,0.13,0.09,0.63,0.3,0.63,0.54,0.17,0.23,0.2,0.19
openmalaria.csv,0.82,0.63,0.49,0.61,0.32,0.66,0.75,0.37,0.73,0.6
plplot.csv,0.7,0.42,0.33,0.75,0.63,0.65,0.35,0.52,0.54,0.19
popeye-chess.csv,0.76,0.63,0.46,0.71,0.45,0.47,0.63,0.4,0.59,0.63
zxing.csv,0.73,0.53,0.64,0.39,0.58,0.28,0.43,0.17,0.61,0.75
