,agilitybook.csv,apolloplayer.csv,nug.csv,gotjava.csv,utgb.csv,redshell.csv,k3d.csv,red5.csv,ppcboot.csv,owlapi.csv,irrlicht.csv,xreal.csv,auber.csv
agilitybook.csv,0.35,0.05,0.37,0.0,0.38,0.3,0.14,0.32,0.32,0.31,0.44,0.1,0.31
apolloplayer.csv,0.2,0.53,0.52,0.01,0.58,0.58,0.33,0.65,0.68,0.26,0.61,0.08,0.65
auber.csv,0.21,0.37,0.26,0.0,0.68,0.91,0.22,0.6,0.68,0.28,0.78,0.05,0.78
irrlicht.csv,0.24,0.38,0.49,0.0,0.69,0.98,0.25,0.75,0.69,0.28,0.75,0.05,0.71
k3d.csv,0.2,0.08,0.27,0.0,0.52,0.16,0.59,0.49,0.61,0.2,0.23,0.04,0.47
nug.csv,0.24,0.29,0.68,0.0,0.19,0.01,0.35,0.44,0.31,0.07,0.28,0.0,0.19
owlapi.csv,0.22,0.23,0.47,0.02,0.57,0.67,0.1,0.55,0.69,0.5,0.56,0.0,0.34
ppcboot.csv,0.23,0.37,0.49,0.0,0.69,0.93,0.21,0.7,0.62,0.28,0.87,0.05,0.71
red5.csv,0.24,0.45,0.52,0.01,0.69,0.65,0.27,0.74,0.65,0.33,0.81,0.06,0.7
redshell.csv,0.12,0.27,0.32,0.0,0.59,0.87,0.25,0.53,0.66,0.2,0.64,0.05,0.52
utgb.csv,0.25,0.42,0.15,0.0,0.76,0.48,0.24,0.43,0.38,0.07,0.52,0.2,0.42
xreal.csv,0.08,0.12,0.08,0.0,0.51,0.36,0.18,0.5,0.25,0.05,0.31,0.83,0.03
