,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,mecat.csv,emite.csv,fluent-nhibernate.csv,uface.csv,cme.csv
boost-sandbox.csv,0.01,0.65,0.25,0.32,0.42,0.62,0.44,0.39,0.95,0.46,0.52,0.75,0.37,0.35,0.17
bscwweasel.csv,0.01,0.05,0.24,0.18,0.27,0.21,0.41,0.51,0.17,0.39,0.23,0.3,0.14,0.17,0.25
capcode.csv,0.01,0.78,0.67,0.73,0.31,0.27,0.44,0.35,0.79,0.42,0.5,0.68,0.07,0.35,0.73
cme.csv,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.01,0.0,0.02
emite.csv,0.69,0.25,0.28,0.24,0.27,0.41,0.03,0.18,0.11,0.72,0.1,0.35,0.34,0.15,0.35
fluent-nhibernate.csv,0.01,0.2,0.19,0.1,0.31,0.13,0.36,0.35,0.54,0.48,0.28,0.38,0.19,0.22,0.13
lamp.csv,0.69,0.22,0.16,0.43,0.98,0.77,0.9,0.48,0.73,0.49,1.0,0.3,0.39,0.69,0.58
mecat.csv,0.01,0.02,0.0,0.06,0.11,0.2,0.0,0.01,0.0,0.04,0.12,0.0,0.06,0.0,0.25
nodal.csv,0.0,0.3,0.12,0.3,0.69,0.41,0.0,0.07,0.16,0.51,0.52,0.15,0.21,0.09,0.48
pydev.csv,1.0,0.57,0.39,0.97,0.8,0.92,0.46,0.93,0.6,0.29,0.85,0.57,0.47,0.96,0.85
retromenu.csv,0.03,0.17,0.05,0.12,0.22,0.37,0.33,0.25,0.19,0.03,0.38,0.02,0.5,0.02,0.19
smbopensoft.csv,0.19,0.98,0.93,0.68,0.82,0.45,0.59,0.37,0.29,0.7,0.47,0.75,0.16,0.2,0.87
stuproa-cims.csv,0.03,0.02,0.19,0.22,0.56,0.14,0.05,0.21,0.56,0.29,0.47,0.15,0.25,0.5,0.5
thout.csv,0.28,0.9,0.21,0.25,0.71,0.96,0.97,0.89,0.98,0.58,0.88,1.0,0.57,0.74,0.38
uface.csv,1.0,1.0,0.95,0.63,0.8,0.7,1.0,0.63,0.49,0.54,0.73,0.68,0.89,0.06,1.0
