,f1,g,recall,precision,pf,wins
boost-sandbox.csv,0.38,0.52,0.55,0.31,0.42,8
bscwweasel.csv,0.34,0.4,0.36,0.33,0.23,7
capcode.csv,0.4,0.54,0.58,0.32,0.44,11
cme.csv,0.0,0.0,0.0,0.0,0.0,0
emite.csv,0.24,0.34,0.3,0.32,0.27,2
fluent-nhibernate.csv,0.43,0.42,0.38,0.35,0.22,9
lamp.csv,0.38,0.55,0.73,0.32,0.58,12
mecat.csv,0.13,0.09,0.07,0.24,0.02,1
nodal.csv,0.31,0.49,0.51,0.44,0.21,14
pydev.csv,0.41,0.47,0.82,0.3,0.8,6
retromenu.csv,0.27,0.34,0.3,0.37,0.19,4
smbopensoft.csv,0.34,0.43,0.62,0.21,0.59,3
stuproa-cims.csv,0.32,0.49,0.48,0.4,0.22,13
thout.csv,0.4,0.41,0.85,0.27,0.74,5
uface.csv,0.36,0.56,0.94,0.26,0.73,10
