,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,minig.csv,yarp.csv,lphant.csv,ftm.csv,jcache.csv
bloodycore.csv,98.5,95.5,95.5,947.0,518.0,97.5,0.0,54.5,91.5,90.5
flylegacy.csv,98.5,194.0,95.5,1249.0,95.5,194.0,183.0,511.0,295.0,282.5
ftm.csv,94.5,95.5,96.5,295.5,96.5,84.5,133.0,270.5,97.5,84.5
jcache.csv,98.5,194.0,98.5,492.5,96.5,95.5,89.5,562.0,93.5,183.0
lphant.csv,98.5,95.5,98.5,688.5,98.5,196.0,194.0,186.0,295.0,373.0
minig.csv,98.5,194.0,98.5,983.5,98.5,196.0,290.5,562.0,22.5,277.5
mob-sen-plat.csv,192.0,279.5,98.5,983.5,98.5,291.5,183.0,366.0,295.0,280.5
raygina.csv,194.0,119.5,95.5,2096.5,97.5,285.5,183.0,464.5,91.5,181.0
upp-mirror.csv,94.5,154.0,98.5,689.0,98.5,196.0,156.0,275.0,97.5,185.0
yarp.csv,125.0,0.0,81.5,790.5,176.0,93.5,186.0,197.5,80.0,316.0
