,agilitybook.csv,apolloplayer.csv,gotjava.csv,rtb-team.csv,redshell.csv,k3d.csv,kowari.csv,xreal.csv
agilitybook.csv,0.0,0.19,0.08,0.16,0.12,0.58,0.15,0.54
apolloplayer.csv,0.47,0.01,0.4,0.22,0.25,0.18,0.4,0.2
k3d.csv,0.03,0.03,0.04,0.05,0.12,0.01,0.04,0.07
kowari.csv,0.1,0.03,0.03,0.03,0.38,0.35,0.0,0.06
redshell.csv,0.92,0.97,0.73,1.0,0.0,0.99,0.74,0.92
rtb-team.csv,0.28,0.35,0.18,0.0,0.38,0.35,0.49,0.36
xreal.csv,0.0,0.06,0.0,0.0,0.0,0.05,0.1,0.0
