,mule.csv,springside.csv,swtfox.csv,twostep.csv,geotools.csv,l2j.csv
geotools.csv,1.0,35.0,0.0,0.0,1.0,3.0
l2j.csv,0.0,28.0,0.0,1.0,15.0,1.0
mule.csv,0.0,0.0,0.0,1.0,0.0,0.0
springside.csv,1.0,2.0,3.0,6.0,1.0,1.0
swtfox.csv,0.0,0.0,0.0,0.0,35.0,5.0
twostep.csv,3.0,16.0,1.0,0.0,14.0,1.0
