,mule.csv,springside.csv,swtfox.csv,twostep.csv,geotools.csv,l2j.csv
geotools.csv,0.62,0.36,0.38,0.57,0.44,0.76
l2j.csv,0.65,0.33,0.38,0.62,0.28,0.85
mule.csv,0.7,0.6,0.32,0.56,0.35,0.93
springside.csv,0.69,0.59,0.29,0.48,0.35,0.83
swtfox.csv,0.57,0.33,0.62,1.0,0.24,0.64
twostep.csv,0.62,0.47,0.42,0.71,0.32,0.76
