,mule.csv,springside.csv,swtfox.csv,twostep.csv,geotools.csv,l2j.csv
geotools.csv,0.71,0.49,0.53,0.66,0.49,0.5
l2j.csv,0.7,0.39,0.32,0.6,0.32,0.8
mule.csv,0.68,0.11,0.25,0.45,0.36,0.25
springside.csv,0.7,0.67,0.34,0.62,0.49,0.61
swtfox.csv,0.64,0.45,0.63,0.07,0.32,0.15
twostep.csv,0.72,0.6,0.48,0.77,0.44,0.66
