,mule.csv,springside.csv,swtfox.csv,twostep.csv,geotools.csv,l2j.csv
geotools.csv,0.81,0.73,0.9,0.41,0.53,0.7
l2j.csv,0.67,0.72,0.78,0.47,0.74,0.42
mule.csv,0.56,0.94,0.84,0.64,0.68,0.86
springside.csv,0.58,0.35,0.85,0.57,0.64,0.58
swtfox.csv,0.89,0.82,0.43,0.96,0.82,0.93
twostep.csv,0.83,0.52,0.64,0.25,0.66,0.64
