,mule.csv,springside.csv,swtfox.csv,twostep.csv,geotools.csv,l2j.csv
geotools.csv,0.51,0.59,0.37,0.75,0.58,0.41
l2j.csv,0.62,0.48,0.32,0.61,0.39,0.74
mule.csv,0.63,0.07,0.23,0.43,0.42,0.17
springside.csv,0.66,0.77,0.4,0.73,0.67,0.52
swtfox.csv,0.41,0.51,0.67,0.05,0.47,0.1
twostep.csv,0.49,0.74,0.55,0.84,0.61,0.57
