,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,gnupdate.csv,libtorrent.csv,sigil.csv,salasaga.csv,xtreemfs.csv,moast.csv
gnupdate.csv,0.78,0.28,0.12,0.43,0.64,0.86,0.68,0.72,0.34,0.79,0.92
ikvm.csv,0.52,1.0,0.09,0.09,0.49,0.16,0.56,0.34,0.1,0.43,0.33
libtorrent.csv,0.72,0.55,0.1,0.62,0.8,0.32,0.99,0.78,0.26,0.9,0.95
mcmc-jags.csv,0.72,0.53,0.1,0.97,0.8,0.31,0.77,0.76,0.23,0.89,0.94
moast.csv,0.09,0.08,0.12,0.33,0.18,0.0,0.06,0.7,0.11,0.23,0.99
olap-navigator.csv,0.99,0.42,0.14,0.56,0.75,0.53,0.69,0.77,0.27,0.91,0.95
pidgin.csv,0.65,0.58,0.13,0.19,1.0,0.39,0.66,0.68,0.26,0.89,0.49
salasaga.csv,0.63,0.59,0.07,0.36,0.71,0.28,0.81,0.5,0.94,0.81,0.08
sepgsql.csv,0.29,0.55,0.88,0.25,0.45,0.03,0.52,0.1,0.26,0.11,0.03
sigil.csv,0.71,0.53,0.14,0.46,0.24,0.18,0.57,0.99,0.26,0.79,0.94
xtreemfs.csv,0.66,0.4,0.12,0.57,0.69,0.41,0.67,0.8,0.24,0.99,0.96
