,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,gnupdate.csv,libtorrent.csv,sigil.csv,salasaga.csv,xtreemfs.csv,moast.csv
gnupdate.csv,0.48,0.62,0.77,0.53,0.48,0.93,0.53,0.49,0.56,0.45,0.43
ikvm.csv,0.62,0.59,0.58,0.86,0.71,0.94,0.58,0.96,0.94,0.73,0.98
libtorrent.csv,0.45,0.39,0.4,0.52,0.37,0.41,0.37,0.43,0.53,0.31,0.39
mcmc-jags.csv,0.42,0.37,0.55,0.79,0.39,0.48,0.4,0.46,0.61,0.34,0.39
moast.csv,0.67,0.67,0.98,0.67,0.95,0.67,0.67,0.51,0.96,0.98,0.43
olap-navigator.csv,0.53,0.48,0.5,0.71,0.44,0.61,0.44,0.47,0.53,0.35,0.38
pidgin.csv,0.5,0.43,0.42,0.81,0.39,0.46,0.44,0.46,0.54,0.35,0.55
salasaga.csv,0.59,0.39,0.46,0.49,0.45,0.48,0.42,0.64,0.88,0.37,0.68
sepgsql.csv,0.65,0.68,0.95,0.58,0.73,0.72,0.71,0.88,0.94,0.98,0.93
sigil.csv,0.71,0.44,0.94,0.91,0.96,0.5,0.55,0.47,0.58,0.47,0.43
xtreemfs.csv,0.48,0.48,0.58,0.77,0.41,0.53,0.45,0.44,0.54,0.34,0.42
