,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,gnupdate.csv,libtorrent.csv,sigil.csv,salasaga.csv,xtreemfs.csv,moast.csv
gnupdate.csv,0.0,1.0,8.0,0.0,0.0,0.0,1.0,5.0,6.0,3.0,1.0
ikvm.csv,1.0,0.0,26.0,4.0,3.0,6.0,0.0,4.0,57.0,2.0,0.0
libtorrent.csv,0.0,2.0,34.0,0.0,0.0,0.0,0.0,2.0,61.0,6.0,1.0
mcmc-jags.csv,0.0,0.0,53.0,0.0,1.0,2.0,1.0,7.0,61.0,2.0,1.0
moast.csv,0.0,2.0,4.0,0.0,0.0,105.0,0.0,1.0,11.0,0.0,0.0
olap-navigator.csv,0.0,0.0,17.0,0.0,0.0,0.0,0.0,6.0,20.0,4.0,0.0
pidgin.csv,0.0,2.0,30.0,4.0,0.0,0.0,0.0,4.0,58.0,5.0,0.0
salasaga.csv,0.0,0.0,71.0,0.0,2.0,1.0,1.0,5.0,0.0,6.0,11.0
sepgsql.csv,0.0,0.0,0.0,2.0,1.0,11.0,2.0,1.0,0.0,2.0,5.0
sigil.csv,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0
xtreemfs.csv,0.0,1.0,62.0,0.0,1.0,4.0,0.0,2.0,12.0,0.0,1.0
