,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,gnupdate.csv,libtorrent.csv,sigil.csv,salasaga.csv,xtreemfs.csv,moast.csv
gnupdate.csv,0.69,0.88,0.6,0.65,0.58,0.25,0.66,0.48,0.6,0.41,0.69
ikvm.csv,0.75,0.0,0.68,0.94,0.68,0.87,0.76,0.82,0.94,0.75,0.81
libtorrent.csv,0.63,0.72,0.87,0.36,0.75,0.77,0.02,0.42,1.0,0.9,0.79
mcmc-jags.csv,0.55,0.95,0.72,0.07,0.73,0.95,0.59,0.66,0.91,0.62,0.86
moast.csv,0.95,0.96,0.82,0.8,0.9,1.0,0.97,0.44,0.91,0.87,0.04
olap-navigator.csv,0.02,0.71,0.54,0.44,0.47,0.35,0.48,0.63,0.66,0.53,0.86
pidgin.csv,0.52,0.59,0.59,0.86,0.01,0.53,0.58,0.63,0.93,0.62,0.83
salasaga.csv,0.96,0.87,0.87,0.95,0.97,0.94,0.96,0.9,0.11,0.88,1.38
sepgsql.csv,1.15,0.56,0.22,0.88,0.77,1.05,0.86,0.95,0.79,1.0,1.05
sigil.csv,0.44,0.62,0.89,0.61,0.86,0.9,0.63,0.02,0.66,0.39,0.42
xtreemfs.csv,0.53,0.75,0.57,0.48,0.49,0.49,0.51,0.37,0.69,0.02,0.41
