,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,gnupdate.csv,libtorrent.csv,sigil.csv,salasaga.csv,xtreemfs.csv,moast.csv
gnupdate.csv,0.84,0.27,0.48,0.73,0.54,0.75,0.57,0.71,0.43,0.69,0.92
ikvm.csv,0.43,1.0,0.44,0.07,0.35,0.15,0.42,0.25,0.21,0.29,0.2
libtorrent.csv,0.7,0.73,0.96,0.87,0.87,0.8,0.98,0.81,1.0,0.96,0.99
mcmc-jags.csv,0.67,0.82,0.78,0.93,0.85,0.95,0.68,0.9,0.75,0.89,0.99
moast.csv,0.05,0.05,0.19,0.2,0.1,0.0,0.03,0.6,0.11,0.13,0.99
olap-navigator.csv,0.98,0.41,0.89,0.6,0.68,0.85,0.54,0.9,0.64,0.91,1.0
pidgin.csv,0.52,0.68,0.85,0.2,0.99,0.7,0.53,0.73,0.93,0.89,0.34
salasaga.csv,0.64,0.91,0.67,0.8,0.76,0.8,0.8,0.52,0.89,0.8,0.05
sepgsql.csv,0.23,0.55,0.78,0.4,0.33,0.05,0.39,0.06,0.21,0.06,0.02
sigil.csv,0.56,0.59,0.11,0.4,0.14,0.1,0.41,0.98,0.43,0.68,0.93
xtreemfs.csv,0.56,0.41,0.7,0.53,0.57,0.65,0.52,0.83,0.54,0.99,0.98
