,plearn.csv,re2c.csv,aubit4gl.csv,moving-pictures.csv,xfce.csv,rebecca-aiml.csv,glelite.csv
aubit4gl.csv,0.41,0.18,0.96,0.24,0.41,0.23,0.69
glelite.csv,0.45,0.19,0.69,0.64,0.82,0.45,1.0
moving-pictures.csv,0.49,0.21,0.57,1.0,0.53,0.31,0.87
plearn.csv,0.94,0.17,0.65,0.47,0.5,0.69,0.7
re2c.csv,0.44,1.0,0.64,0.41,0.5,0.56,0.54
rebecca-aiml.csv,0.4,0.15,0.68,0.34,0.64,0.97,0.31
xfce.csv,0.44,0.19,0.66,0.6,0.99,0.38,0.7
