,plearn.csv,re2c.csv,aubit4gl.csv,moving-pictures.csv,xfce.csv,rebecca-aiml.csv,glelite.csv
aubit4gl.csv,0.69,0.75,0.06,0.87,0.77,0.97,0.47
glelite.csv,0.99,1.0,1.0,1.0,1.0,0.99,0.01
moving-pictures.csv,0.64,0.9,0.62,0.0,0.63,0.93,0.23
plearn.csv,0.12,0.84,0.87,0.77,0.81,0.29,0.57
re2c.csv,0.6,0.0,0.55,0.73,0.86,0.48,0.71
rebecca-aiml.csv,0.66,0.84,0.74,0.77,0.79,0.06,0.82
xfce.csv,0.79,0.86,0.74,0.68,0.03,0.68,1.1
