,ktc.csv,elmo.csv,neoengine.csv,zorannt.csv,vapor.csv,zscreen.csv,rosegarden.csv,nicepress.csv,etherboot.csv,gpac.csv,smarttag.csv,mbse.csv,gebr.csv,plplot.csv,omseek.csv,kml.csv,pcsx2.csv,wxjs.csv,gstreamer.csv,miranda.csv
elmo.csv,0.14,1.0,0.05,0.16,0.24,0.27,0.12,0.2,0.17,0.11,0.09,0.14,0.18,0.12,0.18,0.04,0.05,0.42,0.06,0.2
etherboot.csv,0.21,0.22,0.21,0.16,0.19,0.41,0.3,0.34,0.96,0.17,0.0,0.2,0.38,0.44,0.36,0.22,0.33,0.14,0.38,0.18
gebr.csv,0.68,0.49,0.66,0.71,0.51,0.67,0.64,0.71,0.61,0.57,0.51,0.64,0.97,0.63,0.66,0.59,0.51,0.52,0.64,0.49
gpac.csv,0.55,0.23,0.48,0.55,0.46,0.47,0.49,0.56,0.44,0.96,0.53,0.44,0.37,0.38,0.5,0.51,0.45,0.14,0.55,0.54
gstreamer.csv,0.7,0.6,0.61,0.65,0.65,0.3,0.66,0.54,0.39,0.58,0.55,0.66,0.63,0.42,0.67,0.56,0.59,0.29,0.98,0.62
kml.csv,0.63,0.44,0.61,0.66,0.49,0.5,0.58,0.61,0.6,0.53,0.68,0.74,0.58,0.37,0.7,1.0,0.68,0.42,0.59,0.58
ktc.csv,0.97,0.44,0.51,0.56,0.44,0.44,0.54,0.4,0.21,0.48,0.33,0.54,0.48,0.48,0.43,0.49,0.6,0.54,0.45,0.49
mbse.csv,0.57,0.4,0.5,0.53,0.48,0.43,0.59,0.59,0.53,0.58,0.24,0.93,0.37,0.59,0.59,0.36,0.54,0.53,0.48,0.58
miranda.csv,0.56,0.23,0.65,0.44,0.32,0.26,0.49,0.51,0.6,0.57,0.0,0.55,0.41,0.62,0.49,0.5,0.53,0.14,0.41,0.99
neoengine.csv,0.54,0.0,0.96,0.53,0.43,0.37,0.63,0.33,0.6,0.64,0.65,0.09,0.35,0.41,0.46,0.13,0.57,0.29,0.42,0.53
nicepress.csv,0.5,0.23,0.58,0.47,0.44,0.05,0.62,1.0,0.11,0.55,0.17,0.26,0.39,0.48,0.46,0.46,0.58,0.0,0.31,0.59
omseek.csv,0.47,0.0,0.2,0.16,0.1,0.45,0.2,0.35,0.0,0.14,0.39,0.41,0.07,0.06,0.9,0.4,0.16,0.0,0.1,0.18
pcsx2.csv,0.64,0.33,0.65,0.79,0.65,0.59,0.67,0.61,0.66,0.49,0.47,0.35,0.51,0.51,0.65,0.66,0.98,0.14,0.4,0.6
plplot.csv,0.64,0.05,0.62,0.55,0.52,0.55,0.71,0.64,0.36,0.45,0.33,0.0,0.46,0.96,0.69,0.21,0.05,0.28,0.57,0.57
rosegarden.csv,0.55,0.41,0.62,0.43,0.52,0.41,0.95,0.55,0.5,0.13,0.39,0.17,0.43,0.57,0.56,0.25,0.51,0.67,0.5,0.57
smarttag.csv,0.45,0.23,0.29,0.43,0.35,0.26,0.45,0.26,0.17,0.34,0.88,0.27,0.11,0.23,0.34,0.17,0.13,0.29,0.33,0.28
vapor.csv,0.29,0.0,0.04,0.0,0.97,0.13,0.11,0.1,0.21,0.02,0.56,0.0,0.1,0.12,0.18,0.07,0.04,0.0,0.11,0.05
wxjs.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
zorannt.csv,0.44,0.43,0.46,0.97,0.46,0.52,0.51,0.45,0.43,0.53,0.5,0.29,0.39,0.61,0.51,0.57,0.51,0.71,0.5,0.3
zscreen.csv,0.7,0.42,0.6,0.56,0.57,1.0,0.58,0.76,0.44,0.62,0.62,0.21,0.44,0.64,0.64,0.71,0.7,0.27,0.63,0.54
