,ktc.csv,elmo.csv,neoengine.csv,zorannt.csv,vapor.csv,zscreen.csv,rosegarden.csv,nicepress.csv,etherboot.csv,gpac.csv,smarttag.csv,mbse.csv,gebr.csv,plplot.csv,omseek.csv,kml.csv,pcsx2.csv,wxjs.csv,gstreamer.csv,miranda.csv
elmo.csv,0.12,1.0,0.04,0.13,0.2,0.24,0.1,0.17,0.14,0.09,0.07,0.12,0.15,0.1,0.15,0.03,0.04,0.38,0.05,0.17
etherboot.csv,0.18,0.2,0.18,0.13,0.16,0.39,0.26,0.31,0.95,0.14,0.0,0.17,0.43,0.48,0.33,0.19,0.3,0.12,0.35,0.15
gebr.csv,0.9,1.0,0.86,0.91,0.84,0.91,0.86,0.94,0.91,0.82,0.93,0.89,0.97,0.86,1.0,0.86,0.88,0.88,0.9,0.91
gpac.csv,0.52,0.2,0.44,0.65,0.44,0.46,0.46,0.58,0.41,0.95,0.71,0.4,0.32,0.33,0.48,0.47,0.42,0.12,0.54,0.6
gstreamer.csv,0.71,0.6,0.59,0.65,0.64,0.26,0.68,0.5,0.36,0.64,0.57,0.71,0.64,0.38,0.67,0.56,0.58,0.25,0.98,0.69
kml.csv,0.64,0.4,0.6,0.65,0.48,0.46,0.56,0.61,0.59,0.52,0.71,0.82,0.53,0.33,0.73,1.0,0.69,0.38,0.57,0.63
ktc.csv,0.96,0.4,0.46,0.52,0.4,0.39,0.5,0.36,0.18,0.45,0.29,0.54,0.58,0.43,0.39,0.5,0.63,0.5,0.4,0.46
mbse.csv,0.56,0.4,0.46,0.52,0.56,0.46,0.6,0.61,0.55,0.61,0.21,0.92,0.69,0.67,0.61,0.36,0.6,0.62,0.5,0.63
miranda.csv,0.53,0.2,0.8,0.39,0.28,0.22,0.45,0.47,0.68,0.8,0.0,0.63,0.37,0.62,0.45,0.47,0.49,0.12,0.38,0.99
neoengine.csv,0.77,1.0,0.95,0.48,0.68,0.89,0.77,0.75,0.59,0.7,0.71,0.97,0.8,0.67,0.82,0.89,0.78,0.25,0.86,0.76
nicepress.csv,0.46,0.2,0.55,0.43,0.4,0.04,0.59,1.0,0.09,0.61,0.14,0.8,0.34,0.43,0.42,0.53,0.59,0.0,0.67,0.58
omseek.csv,0.43,0.0,0.17,0.13,0.08,0.41,0.17,0.31,0.0,0.12,0.36,0.37,0.06,0.05,0.88,0.36,0.13,0.0,0.08,0.15
pcsx2.csv,0.67,0.8,0.74,0.91,0.72,0.63,0.74,0.61,0.68,0.91,0.43,0.32,0.47,0.48,0.73,0.72,0.98,0.12,0.84,0.67
plplot.csv,0.67,1.0,0.63,0.52,0.6,0.59,0.76,0.64,0.32,0.89,0.29,1.0,0.54,0.95,0.79,1.0,0.99,0.25,0.58,0.58
rosegarden.csv,0.5,0.4,0.69,0.39,0.6,0.41,0.94,0.53,0.5,0.11,0.36,0.14,0.53,0.62,0.58,0.22,0.52,0.88,0.55,0.55
smarttag.csv,0.42,0.2,0.25,0.39,0.32,0.22,0.41,0.22,0.14,0.3,0.86,0.23,0.09,0.19,0.3,0.14,0.11,0.25,0.29,0.24
vapor.csv,0.25,0.0,0.03,0.0,0.96,0.11,0.09,0.08,0.18,0.02,0.57,0.0,0.08,0.1,0.15,0.06,0.03,0.0,0.09,0.04
wxjs.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
zorannt.csv,0.41,0.4,0.46,0.96,0.48,0.5,0.49,0.42,0.41,0.54,0.5,0.25,0.55,0.86,0.52,0.67,0.55,0.88,0.58,0.27
zscreen.csv,0.81,0.4,0.62,0.61,0.64,1.0,0.87,0.86,0.77,0.7,0.79,0.18,0.7,0.81,0.85,0.83,0.77,0.25,0.8,0.89
