,ktc.csv,elmo.csv,neoengine.csv,zorannt.csv,vapor.csv,zscreen.csv,rosegarden.csv,nicepress.csv,etherboot.csv,gpac.csv,smarttag.csv,mbse.csv,gebr.csv,plplot.csv,omseek.csv,kml.csv,pcsx2.csv,wxjs.csv,gstreamer.csv,miranda.csv
elmo.csv,0.25,1.0,0.36,0.13,0.33,0.52,0.12,0.29,0.17,0.62,0.12,0.15,0.88,0.12,0.1,0.1,0.3,0.13,0.62,0.59
etherboot.csv,0.28,0.02,0.45,0.5,0.13,0.58,0.28,0.25,1.0,0.57,0.0,0.24,0.6,0.21,0.09,0.35,0.58,0.06,0.55,0.59
gebr.csv,0.48,0.08,0.44,0.2,0.27,0.7,0.34,0.44,0.31,0.57,0.29,0.29,0.99,0.31,0.15,0.52,0.68,0.09,0.64,0.68
gpac.csv,0.52,0.03,0.56,0.14,0.28,0.62,0.37,0.38,0.3,0.98,0.26,0.35,0.89,0.47,0.14,0.63,0.69,0.03,0.64,0.65
gstreamer.csv,0.58,0.1,0.53,0.23,0.43,0.75,0.41,0.58,0.24,0.57,0.29,0.32,0.8,0.35,0.21,0.54,0.76,0.07,1.0,0.7
kml.csv,0.51,0.1,0.53,0.29,0.27,0.81,0.39,0.45,0.38,0.6,0.38,0.36,0.96,0.35,0.18,1.0,0.78,0.09,0.69,0.69
ktc.csv,0.99,0.09,0.62,0.32,0.34,0.86,0.58,0.48,0.27,0.62,0.36,0.28,0.68,0.56,0.18,0.46,0.71,0.18,0.83,0.76
mbse.csv,0.48,0.05,0.55,0.18,0.22,0.54,0.35,0.4,0.27,0.59,0.19,1.0,0.67,0.29,0.13,0.34,0.65,0.08,0.54,0.68
miranda.csv,0.55,0.05,0.43,0.39,0.24,0.67,0.4,0.52,0.29,0.56,0.0,0.25,0.8,0.38,0.16,0.55,0.8,0.03,0.59,1.0
neoengine.csv,0.41,0.07,0.99,0.34,0.22,0.63,0.32,0.3,0.39,0.62,0.33,0.24,0.7,0.23,0.11,0.46,0.67,0.12,0.58,0.66
nicepress.csv,0.62,0.04,0.56,0.28,0.36,0.67,0.5,1.0,0.4,0.55,0.33,0.22,0.89,0.47,0.18,0.41,0.72,0.0,0.51,0.75
omseek.csv,0.55,0.0,0.73,0.5,0.08,0.76,0.45,0.42,0.0,0.41,0.24,0.31,1.0,1.0,1.0,0.52,0.7,0.0,0.45,0.77
pcsx2.csv,0.49,0.06,0.44,0.24,0.32,0.67,0.36,0.45,0.38,0.57,0.33,0.19,0.85,0.38,0.14,0.57,0.99,0.03,0.57,0.69
plplot.csv,0.5,0.07,0.48,0.21,0.24,0.64,0.41,0.49,0.3,0.56,0.29,0.25,0.66,1.0,0.15,0.49,0.66,0.05,0.62,0.71
rosegarden.csv,0.77,0.05,0.42,0.25,0.24,0.54,1.0,0.43,0.28,0.86,0.25,0.19,0.64,0.28,0.12,0.31,0.66,0.11,0.55,0.76
smarttag.csv,0.47,0.04,0.41,0.21,0.22,0.71,0.34,0.5,0.15,0.55,0.92,0.2,0.6,0.4,0.11,0.56,0.91,0.08,0.55,0.74
vapor.csv,0.44,0.0,0.27,0.0,1.0,1.0,0.38,0.21,0.44,1.0,0.31,0.0,0.73,0.4,0.16,0.5,0.38,0.0,0.75,0.42
wxjs.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
zorannt.csv,0.46,0.07,0.34,1.0,0.21,0.7,0.32,0.35,0.26,0.57,0.26,0.33,0.64,0.31,0.1,0.49,0.64,0.11,0.54,0.55
zscreen.csv,0.51,0.06,0.45,0.15,0.27,1.0,0.32,0.48,0.25,0.59,0.3,0.18,0.69,0.31,0.13,0.59,0.75,0.04,0.62,0.69
