,ktc.csv,elmo.csv,neoengine.csv,zorannt.csv,vapor.csv,zscreen.csv,rosegarden.csv,nicepress.csv,etherboot.csv,gpac.csv,smarttag.csv,mbse.csv,gebr.csv,plplot.csv,omseek.csv,kml.csv,pcsx2.csv,wxjs.csv,gstreamer.csv,miranda.csv
elmo.csv,0.16,1.0,0.07,0.13,0.25,0.33,0.11,0.21,0.15,0.16,0.09,0.14,0.26,0.11,0.12,0.04,0.08,0.19,0.09,0.26
etherboot.csv,0.22,0.04,0.26,0.21,0.15,0.47,0.27,0.28,0.98,0.23,0.0,0.2,0.5,0.29,0.14,0.25,0.39,0.08,0.43,0.24
gebr.csv,0.62,0.15,0.58,0.33,0.41,0.79,0.48,0.6,0.46,0.67,0.44,0.44,0.98,0.46,0.25,0.65,0.76,0.16,0.75,0.78
gpac.csv,0.52,0.05,0.49,0.24,0.34,0.52,0.41,0.46,0.35,0.96,0.38,0.37,0.47,0.39,0.21,0.54,0.53,0.04,0.58,0.63
gstreamer.csv,0.64,0.17,0.56,0.34,0.52,0.39,0.51,0.54,0.29,0.61,0.38,0.44,0.71,0.36,0.31,0.55,0.66,0.11,0.99,0.69
kml.csv,0.57,0.15,0.56,0.4,0.34,0.58,0.46,0.52,0.46,0.56,0.5,0.5,0.68,0.34,0.29,1.0,0.73,0.15,0.62,0.66
ktc.csv,0.97,0.14,0.53,0.4,0.37,0.54,0.54,0.41,0.22,0.52,0.32,0.37,0.63,0.49,0.25,0.48,0.66,0.27,0.54,0.57
mbse.csv,0.51,0.09,0.5,0.26,0.31,0.49,0.44,0.48,0.36,0.6,0.2,0.96,0.68,0.41,0.22,0.35,0.62,0.14,0.52,0.66
miranda.csv,0.54,0.08,0.56,0.39,0.26,0.33,0.42,0.49,0.41,0.66,0.0,0.36,0.5,0.47,0.24,0.51,0.61,0.05,0.46,0.99
neoengine.csv,0.53,0.13,0.97,0.4,0.34,0.74,0.46,0.43,0.47,0.66,0.45,0.39,0.74,0.34,0.19,0.6,0.72,0.16,0.69,0.71
nicepress.csv,0.53,0.06,0.56,0.34,0.38,0.08,0.54,1.0,0.15,0.58,0.2,0.35,0.49,0.45,0.25,0.46,0.65,0.0,0.58,0.65
omseek.csv,0.48,0.0,0.28,0.21,0.08,0.54,0.25,0.35,0.0,0.19,0.29,0.34,0.12,0.09,0.94,0.43,0.22,0.0,0.13,0.25
pcsx2.csv,0.57,0.12,0.55,0.38,0.44,0.65,0.48,0.52,0.48,0.7,0.38,0.24,0.61,0.43,0.24,0.63,0.98,0.05,0.68,0.68
plplot.csv,0.57,0.13,0.55,0.3,0.34,0.61,0.53,0.55,0.31,0.68,0.29,0.4,0.6,0.98,0.25,0.66,0.79,0.08,0.6,0.64
rosegarden.csv,0.61,0.09,0.52,0.31,0.34,0.47,0.97,0.48,0.35,0.19,0.29,0.16,0.58,0.39,0.2,0.26,0.58,0.19,0.55,0.64
smarttag.csv,0.44,0.07,0.31,0.27,0.26,0.33,0.37,0.31,0.14,0.39,0.89,0.21,0.16,0.26,0.16,0.22,0.2,0.12,0.38,0.36
vapor.csv,0.32,0.0,0.05,0.0,0.98,0.2,0.14,0.12,0.26,0.04,0.4,0.0,0.15,0.15,0.15,0.1,0.05,0.0,0.16,0.07
wxjs.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
zorannt.csv,0.43,0.12,0.39,0.98,0.3,0.58,0.39,0.38,0.32,0.55,0.34,0.28,0.59,0.45,0.17,0.56,0.59,0.2,0.56,0.36
zscreen.csv,0.62,0.11,0.53,0.24,0.38,1.0,0.47,0.62,0.38,0.64,0.43,0.18,0.7,0.45,0.23,0.69,0.76,0.06,0.7,0.78
