,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,mecat.csv,emite.csv
boost-sandbox.csv,0.39,0.11,0.2,0.12,0.35,0.15,1.0,0.25,0.28,0.36,0.05,0.47
bscwweasel.csv,0.0,0.5,0.64,1.0,0.5,0.38,1.0,0.67,0.4,0.67,0.0,1.0
capcode.csv,0.0,0.0,0.0,0.0,0.0,1.0,0.67,0.43,0.38,0.67,0.0,0.2
emite.csv,0.68,0.11,0.38,0.17,0.44,0.19,0.75,0.35,0.33,0.28,0.06,0.97
lamp.csv,1.0,1.0,0.71,0.5,0.4,0.0,0.89,0.25,0.7,0.71,0.17,0.0
mecat.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
nodal.csv,1.0,0.12,0.44,0.13,0.55,0.2,0.82,0.12,1.0,0.35,0.12,0.54
pydev.csv,0.49,0.1,0.24,0.12,0.36,0.12,0.74,0.36,0.29,1.0,0.06,0.43
retromenu.csv,1.0,1.0,0.65,0.1,1.0,0.22,1.0,0.6,0.67,0.48,0.25,0.0
smbopensoft.csv,0.99,0.13,0.41,0.19,0.48,0.21,0.77,0.37,0.44,0.4,0.1,0.62
stuproa-cims.csv,0.49,0.13,0.23,0.14,0.35,0.15,0.72,1.0,0.26,0.37,0.05,0.38
thout.csv,1.0,0.08,0.95,0.08,0.56,0.11,0.78,0.32,0.33,0.5,0.08,0.44
