,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,mecat.csv,emite.csv
boost-sandbox.csv,0.3,0.5,0.64,0.7,0.62,0.83,0.99,0.53,0.57,0.78,0.67,0.94
bscwweasel.csv,0.0,0.21,0.16,0.9,0.1,0.25,0.01,0.04,0.09,0.11,0.0,0.06
capcode.csv,0.0,0.0,0.0,0.0,0.0,0.83,0.13,0.27,0.13,0.06,0.0,0.03
emite.csv,0.35,0.64,0.61,0.45,0.71,0.67,0.17,0.35,0.43,0.47,0.67,1.0
lamp.csv,0.01,1.0,0.11,0.05,0.1,0.0,0.07,0.02,0.3,0.14,0.33,0.0
mecat.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,1.0,0.0
nodal.csv,0.02,0.71,0.45,0.2,0.52,0.25,0.37,0.13,0.91,0.36,0.33,0.61
pydev.csv,0.92,0.29,0.59,0.25,0.95,0.33,0.27,0.24,0.52,1.0,0.67,0.19
retromenu.csv,0.02,0.14,0.25,0.15,1.0,0.33,0.03,0.05,0.17,0.39,0.33,0.0
smbopensoft.csv,0.96,0.36,0.45,0.3,0.62,0.5,0.22,0.29,0.35,0.47,0.67,0.16
stuproa-cims.csv,0.98,0.86,0.77,0.55,1.0,0.75,0.88,0.91,0.91,0.86,1.0,0.68
thout.csv,0.01,0.29,0.91,0.2,0.67,0.33,0.32,0.16,0.3,0.42,0.33,0.39
