,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,mecat.csv,emite.csv
boost-sandbox.csv,0.83,0.67,0.83,0.81,0.66,0.81,0.01,0.75,0.68,0.74,0.73,0.83
bscwweasel.csv,1.0,0.79,0.84,0.1,0.91,0.75,0.99,0.96,0.91,0.89,1.0,0.94
capcode.csv,1.0,1.01,1.0,1.0,1.0,0.17,0.89,0.74,0.87,0.94,1.0,0.97
emite.csv,0.67,0.66,0.49,0.63,0.51,0.58,0.85,0.69,0.65,0.82,0.63,0.03
lamp.csv,0.99,0.0,0.89,0.95,0.91,1.0,0.93,0.98,0.7,0.86,0.67,1.0
mecat.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97,0.0,1.0
nodal.csv,0.98,0.61,0.57,0.82,0.52,0.77,0.67,0.93,0.09,0.73,0.68,0.56
pydev.csv,0.93,0.77,0.7,0.79,0.8,0.77,0.78,0.78,0.67,0.0,0.64,0.83
retromenu.csv,0.98,0.86,0.75,0.87,0.0,0.7,0.97,0.95,0.83,0.65,0.67,1.0
smbopensoft.csv,0.04,0.69,0.58,0.72,0.49,0.59,0.8,0.73,0.67,0.64,0.46,0.84
stuproa-cims.csv,0.98,0.64,0.81,0.65,0.87,0.79,0.96,0.09,0.96,0.77,0.88,0.93
thout.csv,0.99,0.79,0.09,0.87,0.41,0.82,0.73,0.85,0.73,0.62,0.69,0.72
