,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,mecat.csv,emite.csv
boost-sandbox.csv,0.68,0.5,0.59,0.51,0.49,0.42,0.47,0.46,0.39,0.42,0.44,0.39
bscwweasel.csv,0.0,0.83,0.91,0.94,0.75,0.88,0.0,0.67,0.8,0.83,0.5,0.5
capcode.csv,0.0,0.92,0.67,0.9,0.5,0.9,0.95,0.97,0.88,0.67,0.0,0.8
emite.csv,0.74,0.49,0.49,0.63,0.35,0.38,0.96,0.67,0.57,0.43,0.38,0.53
lamp.csv,0.0,0.93,0.86,0.5,0.8,0.67,0.89,0.75,0.9,0.86,0.83,0.0
mecat.csv,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0
nodal.csv,0.5,0.5,0.6,0.9,0.5,0.8,0.73,0.73,0.76,0.59,0.88,0.54
pydev.csv,0.28,0.69,0.65,0.73,0.38,0.5,0.69,0.92,0.43,0.61,0.51,0.93
retromenu.csv,0.5,0.5,0.94,0.97,0.52,0.61,0.67,0.8,0.83,0.79,0.75,0.0
smbopensoft.csv,0.44,0.54,0.53,0.74,0.48,0.54,0.87,0.77,0.78,0.52,0.52,0.88
stuproa-cims.csv,0.28,0.4,0.51,0.56,0.35,0.35,0.41,0.82,0.33,0.34,0.34,0.41
thout.csv,0.0,0.94,0.74,0.98,0.44,0.53,0.89,0.96,0.95,0.77,0.75,0.7
