,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,mecat.csv,emite.csv
boost-sandbox.csv,0.44,0.44,0.75,0.75,0.53,0.79,0.0,0.58,0.52,0.71,0.65,0.82
bscwweasel.csv,0.0,0.02,0.03,0.0,0.04,0.07,0.0,0.01,0.05,0.03,0.03,0.0
capcode.csv,0.0,0.1,0.02,0.07,0.04,0.0,0.18,0.13,0.08,0.01,0.0,0.1
emite.csv,0.16,0.55,0.31,0.3,0.42,0.48,0.15,0.23,0.32,0.62,0.53,0.02
lamp.csv,0.0,0.0,0.01,0.01,0.07,0.04,0.03,0.02,0.05,0.03,0.08,0.0
mecat.csv,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
nodal.csv,0.0,0.54,0.17,0.18,0.2,0.17,0.23,0.33,0.0,0.35,0.12,0.4
pydev.csv,0.92,0.29,0.57,0.25,0.8,0.39,0.26,0.15,0.48,0.0,0.55,0.2
retromenu.csv,0.0,0.0,0.04,0.19,0.0,0.2,0.0,0.01,0.03,0.22,0.05,0.0
smbopensoft.csv,0.01,0.26,0.2,0.18,0.31,0.31,0.18,0.18,0.16,0.36,0.32,0.08
stuproa-cims.csv,0.98,0.62,0.78,0.47,0.87,0.75,0.95,0.0,0.95,0.75,0.88,0.88
thout.csv,0.0,0.34,0.01,0.35,0.24,0.48,0.26,0.13,0.22,0.22,0.18,0.38
