,guineu.csv,x4x.csv,amanda.csv,arsenal-1.csv,mvdsv.csv,fm-classic.csv,bnetd.csv,libmesh.csv,cascading.csv,twostep.csv,gnome-jabber.csv,free-evolution.csv,ipfilter.csv,l2j.csv,jruby.csv,stajistics.csv
amanda.csv,0.6,0.35,0.51,0.34,0.55,0.42,0.9,0.75,0.56,0.45,0.44,0.74,0.62,0.74,0.58,0.75
arsenal-1.csv,0.38,0.38,0.91,0.54,0.39,0.38,0.84,0.8,0.67,0.39,0.31,0.96,0.46,0.81,0.46,0.54
bnetd.csv,0.28,0.32,0.39,0.36,0.43,0.3,0.49,0.52,0.48,0.48,0.33,0.7,0.43,0.44,0.44,0.44
cascading.csv,0.36,0.44,0.46,0.4,0.47,0.33,0.46,0.48,0.44,0.42,0.86,0.49,0.38,0.47,0.51,0.42
fm-classic.csv,0.0,0.0,0.0,0.67,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
free-evolution.csv,0.77,0.65,0.54,0.63,0.45,0.0,0.66,0.68,0.93,0.83,0.68,0.84,0.75,0.65,0.94,0.93
gnome-jabber.csv,0.45,0.63,0.43,0.5,0.39,0.34,0.41,0.47,0.51,0.59,0.52,0.46,0.38,0.46,0.54,0.56
guineu.csv,0.71,0.9,0.8,0.0,0.59,0.68,0.5,0.91,0.82,0.86,0.89,0.92,0.0,0.96,0.89,0.89
ipfilter.csv,0.38,0.34,0.58,0.36,0.41,0.3,0.81,0.53,0.39,0.44,0.6,0.62,0.43,0.44,0.46,0.5
jruby.csv,0.62,0.43,0.75,0.33,0.36,0.75,0.59,0.48,0.45,0.86,0.37,0.6,0.33,0.6,0.48,0.46
l2j.csv,0.38,0.3,0.63,0.38,0.34,0.44,0.52,0.4,0.41,0.33,0.43,0.54,0.33,0.45,0.44,0.45
libmesh.csv,0.89,0.88,0.85,0.59,0.83,0.8,0.71,0.89,0.91,0.88,0.5,0.93,0.83,0.86,0.97,0.74
mvdsv.csv,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0
stajistics.csv,0.55,0.6,0.45,0.43,0.83,0.79,0.73,0.48,0.61,0.4,0.83,0.55,0.41,0.73,0.66,0.63
twostep.csv,0.33,0.4,0.38,0.39,0.31,0.6,0.42,0.53,0.47,0.48,0.38,0.46,0.41,0.48,0.49,0.47
x4x.csv,0.41,0.4,0.48,0.47,0.39,0.32,0.47,0.42,0.4,0.44,0.65,0.5,0.4,0.41,0.47,0.49
