,guineu.csv,x4x.csv,amanda.csv,arsenal-1.csv,mvdsv.csv,fm-classic.csv,bnetd.csv,libmesh.csv,cascading.csv,twostep.csv,gnome-jabber.csv,free-evolution.csv,ipfilter.csv,l2j.csv,jruby.csv,stajistics.csv
amanda.csv,0.59,0.64,0.06,0.64,0.52,0.62,0.85,0.7,0.54,0.45,0.77,0.76,0.57,0.74,0.74,0.7
arsenal-1.csv,0.74,0.79,0.93,0.07,0.51,0.64,0.82,0.97,0.79,0.46,0.64,0.84,0.79,0.78,0.75,0.71
bnetd.csv,0.9,0.79,0.66,0.82,0.65,0.88,0.05,0.88,0.62,0.85,0.72,0.88,0.86,0.77,0.77,0.66
cascading.csv,0.84,0.68,0.59,0.83,0.82,0.85,0.87,0.8,0.01,0.54,0.92,0.68,0.7,0.66,0.83,0.66
fm-classic.csv,1.0,1.0,1.0,0.93,1.0,0.0,1.0,0.96,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0
free-evolution.csv,0.78,0.71,0.76,0.71,0.6,1.0,0.48,0.8,0.88,0.85,0.85,0.09,0.8,0.67,0.89,0.81
gnome-jabber.csv,0.79,0.78,0.94,0.96,0.89,0.85,0.94,0.74,0.86,0.87,0.4,0.62,0.88,0.93,0.87,0.86
guineu.csv,0.12,0.97,0.9,0.96,0.44,1.04,0.95,0.86,0.82,0.81,0.9,0.91,0.98,0.9,0.94,0.94
ipfilter.csv,0.96,1.0,0.88,1.0,0.99,1.0,0.9,0.78,1.0,1.01,1.02,0.85,0.0,0.87,0.95,0.9
jruby.csv,0.66,0.37,0.86,0.81,0.97,1.0,0.58,0.81,0.79,0.81,0.62,0.56,0.88,0.63,0.0,0.5
l2j.csv,0.55,0.65,0.7,0.63,0.92,0.6,0.65,0.85,0.56,0.5,0.63,0.55,0.95,0.01,0.8,0.6
libmesh.csv,0.81,0.87,0.7,0.66,0.33,1.0,0.79,0.1,0.77,0.89,0.98,0.84,0.92,0.8,0.78,0.95
mvdsv.csv,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.93,1.0,1.0,1.0
stajistics.csv,0.7,0.71,0.61,0.8,1.0,0.38,0.79,0.92,0.77,0.41,0.93,0.62,0.79,0.79,0.79,0.0
twostep.csv,0.84,1.04,0.85,0.51,0.83,0.75,1.0,0.79,0.63,0.08,0.6,0.89,0.72,0.77,0.62,0.52
x4x.csv,0.71,0.05,0.58,0.66,0.92,0.84,0.48,1.07,0.85,0.95,0.83,0.85,0.9,0.81,0.95,0.79
