,sqlpower-library.csv,smartgwt.csv,bzbyte.csv,mediaportal.csv,poormans.csv
bzbyte.csv,0.4,0.75,0.38,0.0,0.45
mediaportal.csv,0.41,0.34,0.9,0.57,0.61
poormans.csv,0.42,0.97,0.91,0.39,0.54
smartgwt.csv,0.66,0.4,0.4,0.53,0.45
sqlpower-library.csv,0.44,0.68,0.36,0.38,0.47
