,elmo.csv,vapor.csv,nicepress.csv,etherboot.csv,gpac.csv,gebr.csv,libtorrent.csv,modellus.csv,ffigo.csv,mplayer-ce.csv,miranda.csv
elmo.csv,5.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
etherboot.csv,8.0,95.0,14.0,3.0,102.0,0.0,0.0,2.0,119.0,627.0,337.0
ffigo.csv,71.0,0.0,12.0,5.0,102.0,0.0,1.0,0.0,1.0,4.0,0.0
gebr.csv,17.0,2.0,14.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0
gpac.csv,8.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0
libtorrent.csv,8.0,4.0,6.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0
miranda.csv,71.0,95.0,2.0,0.0,0.0,135.0,0.0,4.0,2.0,2.0,1.0
modellus.csv,9.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
mplayer-ce.csv,12.0,3.0,4.0,9.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0
nicepress.csv,8.0,7.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0
vapor.csv,71.0,2.0,3.0,7.0,0.0,0.0,1.0,0.0,0.0,5.0,3.0
