,0,1,2,3,4,5
exist.csv,1.0,0.69,0.71,0.69,0.7,0.69
proftp.csv,0.43,1.0,0.67,1.0,0.5,1.0
rtrt-on-gpu.csv,0.0,0.0,0.0,0.0,0.0,0.0
matrex.csv,1.0,0.83,0.67,0.83,0.78,0.83
amateur-scrolls.csv,0.2,0.5,0.5,0.5,0.5,0.5
ossbuild.csv,0.09,0.0,0.2,0.0,0.2,0.0
st-filteredstatistics.csv,1.0,0.8,1.0,0.8,0.75,0.8
pokenetonline.csv,1.0,0.86,1.0,0.86,1.0,0.86
java-gnome.csv,0.83,0.62,1.0,0.62,0.5,0.62
unflobtactical.csv,0.5,1.0,0.33,1.0,0.67,1.0
archive-crawler.csv,0.57,0.5,0.43,0.5,0.43,0.5
freedom-erp.csv,0.64,0.79,0.67,0.79,0.5,0.79
miranda-icq.csv,0.08,0.5,0.07,0.5,0.1,0.5
silvertree.csv,0.0,0.0,0.0,0.0,0.0,0.0
projectfactory.csv,1.0,0.67,1.0,0.67,1.0,0.67
autat.csv,0.25,0.0,0.17,0.0,0.17,0.0
quarkplusplus.csv,0.25,0.5,0.25,0.5,0.5,0.5
foursquared.csv,0.33,0.0,0.33,0.0,0.33,0.0
jasperreports.csv,0.0,0.0,0.23,0.0,0.14,0.0
m-a-d-n-e-s-s.csv,0.57,1.0,0.5,1.0,0.5,1.0
roolo.csv,0.25,0.67,1.0,0.67,0.0,0.67
frogatto.csv,0.5,0.33,1.0,0.33,0.4,0.33
mimosa.csv,0.67,0.5,1.0,0.5,1.0,0.5
amygdala.csv,0.6,0.67,0.75,0.67,0.75,0.67
irrlicht.csv,0.8,0.78,0.78,0.78,0.78,0.78
lcfizvtop.csv,0.0,0.0,0.4,0.0,0.33,0.0
grisbi.csv,0.83,0.71,1.0,0.71,0.8,0.71
mumble.csv,0.5,1.0,0.29,1.0,0.33,1.0
t-2.csv,0.05,0.33,0.04,0.33,0.12,0.33
jaolt.csv,0.83,0.89,0.83,0.89,0.8,0.89
libmesh.csv,0.75,0.33,0.43,0.33,1.0,0.33
all-plasm.csv,0.25,0.33,0.25,0.33,0.25,0.33
acdk.csv,0.43,0.0,0.5,0.0,0.5,0.0
bwapi.csv,0.0,0.75,0.0,0.75,0.33,0.75
modellus.csv,0.77,1.0,0.8,1.0,0.8,1.0
mp-rechnungs-und-kundenverwaltung.csv,0.38,0.4,0.38,0.4,0.38,0.4
tcvp.csv,0.0,0.0,0.0,0.0,0.0,0.0
xstore.csv,0.6,0.33,0.6,0.33,0.5,0.33
bdbbasic.csv,0.33,0.0,0.43,0.0,0.4,0.0
tart.csv,0.25,0.0,0.14,0.0,0.17,0.0
echongl.csv,0.75,0.89,0.73,0.89,0.88,0.89
snakeyaml.csv,0.05,0.5,0.14,0.5,0.2,0.5
wheat.csv,0.75,0.33,0.0,0.33,0.5,0.33
dspace-gsoc.csv,0.5,0.67,0.75,0.67,0.5,0.67
yarp.csv,0.0,0.0,1.0,0.0,1.0,0.0
boost.csv,0.33,0.33,0.58,0.33,0.58,0.33
qse.csv,0.8,1.0,1.0,1.0,1.0,1.0
quarkplayer.csv,0.0,0.0,0.0,0.0,0.0,0.0
open-data-kit.csv,0.83,0.75,0.83,0.75,0.83,0.75
yafdotnet.csv,0.44,0.38,0.46,0.38,0.6,0.38
impala.csv,0.25,0.0,0.2,0.0,0.29,0.0
tycho.csv,0.0,1.0,0.0,1.0,0.5,1.0
nabu-library.csv,0.29,0.8,0.71,0.8,0.71,0.8
freewrl.csv,0.33,0.6,0.8,0.6,1.0,0.6
roller.csv,0.67,0.78,0.88,0.78,0.73,0.78
zabbix.csv,0.67,1.0,0.36,1.0,0.36,1.0
turbotrader-bos.csv,0.55,1.0,0.45,1.0,0.6,1.0
cascading.csv,0.67,0.77,0.77,0.77,0.71,0.77
omseek.csv,0.0,0.0,0.17,0.0,0.17,0.0
kindb.csv,1.0,1.0,1.0,1.0,1.0,1.0
panda3d.csv,0.33,0.0,0.4,0.0,0.25,0.0
gusanos.csv,1.0,0.8,0.75,0.8,0.75,0.8
truevision.csv,0.57,0.0,0.67,0.0,0.67,0.0
