,array4j.csv,jbpm.csv,log4net.csv,pustefix.csv,haggle.csv,mediate.csv,tmva.csv,freedom-erp.csv,jgossipforum.csv,joustsim.csv,madman.csv,synecdoche.csv,emono.csv
array4j.csv,0.42,0.16,0.07,0.4,0.54,0.71,0.32,0.55,0.05,0.2,0.12,0.53,0.45
emono.csv,0.28,0.17,0.07,0.35,0.57,0.68,0.66,0.74,0.05,0.22,0.3,0.53,0.75
freedom-erp.csv,0.15,0.33,0.1,0.37,0.0,0.0,0.1,0.74,0.17,0.36,0.29,0.16,0.69
haggle.csv,0.25,0.38,0.05,0.43,0.71,0.37,0.18,0.04,0.11,0.36,0.14,0.23,0.2
jbpm.csv,0.14,0.53,0.0,0.21,0.28,0.0,0.05,0.38,0.0,0.09,0.0,0.06,0.0
jgossipforum.csv,0.16,0.14,0.0,0.41,0.5,0.33,0.23,0.08,0.37,0.53,0.48,0.42,0.43
joustsim.csv,0.22,0.36,0.04,0.45,0.71,0.18,0.65,0.17,0.13,0.77,0.33,0.46,0.62
log4net.csv,0.32,0.18,0.29,0.22,0.16,0.62,0.24,0.43,0.0,0.44,0.4,0.18,0.45
madman.csv,0.33,0.16,0.06,0.18,0.59,0.29,0.41,0.1,0.03,0.37,0.56,0.33,0.38
mediate.csv,0.3,0.21,0.05,0.32,0.5,0.66,0.37,0.56,0.07,0.2,0.24,0.51,0.36
pustefix.csv,0.08,0.38,0.05,0.51,0.26,0.09,0.64,0.21,0.0,0.0,0.22,0.44,0.37
synecdoche.csv,0.29,0.22,0.06,0.33,0.26,0.57,0.61,0.77,0.02,0.22,0.27,0.63,0.8
tmva.csv,0.4,0.22,0.05,0.29,0.54,0.58,0.81,0.73,0.04,0.22,0.29,0.46,0.72
