,array4j.csv,jbpm.csv,log4net.csv,pustefix.csv,haggle.csv,mediate.csv,tmva.csv,freedom-erp.csv,jgossipforum.csv,joustsim.csv,madman.csv,synecdoche.csv,emono.csv
array4j.csv,0.31,0.1,0.04,0.26,0.58,0.56,0.85,0.53,0.03,0.12,0.11,0.65,0.68
emono.csv,0.18,0.1,0.04,0.23,0.61,0.57,0.72,0.59,0.02,0.13,0.2,0.4,0.76
freedom-erp.csv,0.18,0.28,0.06,0.47,0.0,0.0,0.9,0.76,0.14,0.36,0.17,0.33,0.62
haggle.csv,0.19,0.28,0.03,0.42,0.76,0.67,0.77,0.4,0.08,0.36,0.17,0.67,0.75
jbpm.csv,0.17,0.41,0.0,0.6,1.0,0.0,1.0,0.8,0.0,0.09,0.0,0.5,0.0
jgossipforum.csv,0.11,0.11,0.0,0.32,0.77,0.6,0.76,0.8,0.23,1.0,0.35,0.38,0.75
joustsim.csv,0.16,0.23,0.02,0.3,0.72,0.67,0.68,0.27,0.07,0.67,0.2,0.34,0.64
log4net.csv,0.22,0.14,0.17,0.31,0.47,0.62,0.71,0.63,0.0,0.32,0.27,0.75,0.78
madman.csv,0.21,0.1,0.03,0.27,0.83,0.5,0.77,0.62,0.02,0.26,0.41,0.4,0.61
mediate.csv,0.18,0.13,0.03,0.26,0.77,0.68,0.87,0.7,0.04,0.13,0.22,0.54,0.76
pustefix.csv,0.1,0.32,0.02,0.46,0.5,0.33,0.8,0.63,0.0,0.0,0.14,0.52,0.69
synecdoche.csv,0.24,0.13,0.03,0.26,0.63,0.58,0.86,0.63,0.01,0.13,0.15,0.64,0.66
tmva.csv,0.26,0.12,0.02,0.2,0.69,0.57,0.85,0.58,0.02,0.13,0.17,0.48,0.73
