,array4j.csv,jbpm.csv,log4net.csv,pustefix.csv,haggle.csv,mediate.csv,tmva.csv,freedom-erp.csv,jgossipforum.csv,joustsim.csv,madman.csv,synecdoche.csv,emono.csv
array4j.csv,0.62,0.48,1.0,0.87,0.5,0.97,0.2,0.58,0.8,0.55,0.12,0.45,0.34
emono.csv,0.69,0.71,1.0,0.74,0.54,0.85,0.62,0.98,1.0,0.73,0.62,0.79,0.74
freedom-erp.csv,0.12,0.4,0.33,0.3,0.0,0.0,0.05,0.73,0.2,0.36,1.0,0.1,0.76
haggle.csv,0.38,0.56,0.33,0.43,0.68,0.26,0.1,0.02,0.2,0.36,0.12,0.14,0.11
jbpm.csv,0.12,0.75,0.0,0.13,0.16,0.0,0.02,0.25,0.0,0.09,0.0,0.03,0.0
jgossipforum.csv,0.25,0.19,0.0,0.57,0.36,0.23,0.13,0.04,1.0,0.36,0.75,0.48,0.3
joustsim.csv,0.38,0.83,0.33,0.96,0.7,0.1,0.61,0.12,1.0,0.91,0.88,0.69,0.6
log4net.csv,0.56,0.23,1.0,0.17,0.09,0.62,0.14,0.33,0.0,0.73,0.75,0.1,0.31
madman.csv,0.81,0.33,0.67,0.13,0.46,0.21,0.28,0.05,0.2,0.64,0.88,0.28,0.28
mediate.csv,0.81,0.71,0.67,0.39,0.36,0.64,0.23,0.47,0.8,0.45,0.25,0.48,0.24
pustefix.csv,0.06,0.46,0.33,0.57,0.18,0.05,0.54,0.12,0.0,0.0,0.5,0.38,0.25
synecdoche.csv,0.38,0.6,0.67,0.48,0.16,0.56,0.48,0.99,0.2,0.64,1.0,0.62,1.0
tmva.csv,0.88,0.87,0.67,0.48,0.45,0.59,0.78,1.0,0.6,0.73,0.88,0.45,0.71
