,agilitybook.csv,apolloplayer.csv,gotjava.csv,rtb-team.csv,redshell.csv,k3d.csv,xstore.csv,xreal.csv
agilitybook.csv,0.57,0.94,0.98,0.83,0.97,0.94,0.67,0.84
apolloplayer.csv,0.44,0.56,0.39,0.86,0.49,0.38,0.48,0.51
k3d.csv,0.71,0.86,0.92,0.53,0.92,0.74,0.92,0.73
redshell.csv,0.92,0.92,0.4,0.71,0.57,0.4,0.73,0.69
rtb-team.csv,0.67,0.52,0.98,0.47,0.93,0.83,0.92,0.93
xreal.csv,0.97,0.82,0.97,0.71,0.98,0.59,0.9,0.88
xstore.csv,0.51,0.56,0.39,0.89,0.58,0.58,0.44,0.65
