,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,ardour.csv,netatalk.csv,pixel-commandos.csv,xmoto.csv
ardour.csv,0.14,0.17,0.2,0.25,0.16,0.2,0.13,0.2,0.14,0.22,0.2,0.41,0.2,0.11,0.19,0.18,0.23,0.37,0.17,0.26
cornerstone.csv,0.15,0.11,0.14,0.11,0.11,0.15,0.16,0.16,0.35,0.37,0.21,0.14,0.16,0.1,0.15,0.14,0.19,0.15,0.16,0.11
emeraldemu.csv,0.17,0.13,0.16,0.33,0.1,0.22,0.13,0.15,0.24,0.15,0.25,0.39,0.15,0.53,0.16,0.44,0.14,0.4,0.2,0.11
grafx2.csv,0.18,0.16,0.19,0.19,0.13,0.26,0.2,0.22,0.2,0.2,0.23,0.3,0.24,0.15,0.3,0.16,0.21,0.13,0.17,0.23
jahshakafx.csv,0.14,0.11,0.15,0.1,0.1,0.22,0.11,0.21,0.15,0.14,0.21,0.38,0.17,0.1,0.18,0.14,0.15,0.17,0.12,0.12
kindb.csv,0.2,0.22,0.33,0.38,0.2,0.2,0.25,0.23,0.22,0.27,0.31,0.17,0.23,0.16,0.25,0.26,0.26,0.12,0.19,0.21
maya-work-in-progress.csv,0.35,0.27,0.23,0.19,0.38,0.22,0.24,0.25,0.29,0.22,0.3,0.21,0.24,0.19,0.26,0.18,0.28,0.27,0.26,0.25
netatalk.csv,0.4,0.33,0.29,0.53,0.15,0.18,0.25,0.19,0.2,0.37,0.29,0.14,0.16,0.12,0.27,0.18,0.27,0.12,0.19,0.21
novembre.csv,0.14,0.13,0.12,0.11,0.36,0.26,0.15,0.14,0.16,0.13,0.19,0.3,0.22,0.11,0.15,0.14,0.15,0.13,0.39,0.14
ns-3.csv,0.34,0.21,0.32,0.34,0.44,0.36,0.35,0.28,0.38,0.3,0.26,0.41,0.33,0.53,0.35,0.44,0.36,0.42,0.43,0.42
nullc.csv,0.47,0.48,0.4,0.53,0.43,0.3,0.33,0.29,0.32,0.18,0.31,0.27,0.31,0.26,0.29,0.32,0.34,0.33,0.29,0.3
open-beos.csv,0.17,0.16,0.13,0.12,0.18,0.17,0.22,0.23,0.17,0.09,0.18,0.3,0.22,0.49,0.19,0.36,0.21,0.38,0.16,0.15
pixel-commandos.csv,0.48,0.3,0.39,0.25,0.44,0.39,0.35,0.35,0.39,0.46,0.32,0.41,0.34,0.52,0.35,0.44,0.36,0.42,0.4,0.44
planeshift.csv,0.34,0.41,0.4,0.53,0.43,0.36,0.31,0.31,0.34,0.33,0.3,0.34,0.3,0.17,0.32,0.4,0.35,0.35,0.35,0.41
plee-the-bear.csv,0.47,0.48,0.4,0.53,0.39,0.31,0.25,0.26,0.28,0.43,0.16,0.33,0.17,0.51,0.34,0.36,0.35,0.35,0.14,0.14
reaper-ecad.csv,0.47,0.42,0.4,0.12,0.44,0.39,0.35,0.32,0.38,0.43,0.26,0.41,0.29,0.53,0.37,0.44,0.34,0.4,0.4,0.41
sbml.csv,0.42,0.19,0.26,0.32,0.2,0.22,0.31,0.26,0.23,0.33,0.27,0.31,0.27,0.26,0.25,0.2,0.23,0.19,0.23,0.2
unimrcp.csv,0.32,0.33,0.31,0.2,0.18,0.15,0.22,0.18,0.18,0.15,0.31,0.16,0.17,0.53,0.29,0.12,0.2,0.42,0.16,0.15
unladen-swallow.csv,0.37,0.44,0.4,0.53,0.39,0.39,0.35,0.32,0.38,0.46,0.29,0.41,0.32,0.36,0.31,0.38,0.36,0.42,0.43,0.39
xmoto.csv,0.16,0.15,0.16,0.42,0.2,0.21,0.24,0.19,0.19,0.2,0.23,0.18,0.17,0.11,0.2,0.14,0.21,0.19,0.18,0.17
