,ifmo-game-1.csv,voms.csv,fm-classic.csv,foursquared.csv,micomt.csv,xpontus.csv
fm-classic.csv,0.0,0.0,1.0,1.0,0.0,0.0
foursquared.csv,0.18,0.0,0.0,1.0,0.0,0.04
ifmo-game-1.csv,1.0,0.0,0.0,0.0,0.33,0.0
micomt.csv,0.09,0.12,0.05,0.38,1.0,0.01
voms.csv,0.12,1.0,0.0,0.38,0.0,0.0
