,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv,oorexx.csv
maidsafe-dht.csv,0.73,0.14,0.67,0.62,0.79
n2cms.csv,0.0,0.61,0.87,0.73,0.62
nassp.csv,0.88,0.58,0.71,0.02,0.86
nug.csv,0.72,0.81,0.06,0.7,0.62
oorexx.csv,0.8,0.54,0.93,0.51,0.05
