,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv,oorexx.csv
maidsafe-dht.csv,0.07,0.0,0.17,0.22,0.12
n2cms.csv,0.0,0.35,0.64,0.65,0.48
nassp.csv,0.11,0.08,0.11,0.02,0.04
nug.csv,0.66,0.5,0.0,0.39,0.48
oorexx.csv,0.45,0.33,0.72,0.48,0.04
